source,relation,target
TFDP1id,downregulated,ZNF488id
TFDP1id,downregulated,GLYR1id
TFDP1id,downregulated,TP53id
TFDP1id,downregulated,FOXN3id
TFDP1id,downregulated,MSCid
TFDP1id,downregulated,ZNF771id
TFDP1id,downregulated,RFX8id
TFDP1id,downregulated,ZBTB38id
TFDP1id,downregulated,IKZF3id
TFDP1id,downregulated,ZNF850id
TFDP1id,downregulated,ATF5id
TFDP1id,downregulated,SALL2id
TFDP1id,downregulated,HOXA7id
TFDP1id,downregulated,NR5A2id
TFDP1id,downregulated,MAZid
TFDP1id,downregulated,ZNF625id
TFDP1id,downregulated,HMGA2id
TFDP1id,downregulated,MECOMid
TFDP1id,downregulated,ZNF559id
TFDP1id,downregulated,DNTTIP1id
TFDP1id,downregulated,IRF4id
TFDP1id,downregulated,CDC5Lid
TFDP1id,downregulated,CREBL2id
TFDP1id,downregulated,ELK1id
TFDP1id,downregulated,ZNF280Aid
TFDP1id,downregulated,FOXP1id
TFDP1id,downregulated,ZNF275id
TFDP1id,downregulated,NR2C1id
TFDP1id,downregulated,ZNF714id
TFDP1id,downregulated,DLX1id
TFDP1id,downregulated,SOX12id
TFDP1id,downregulated,ZNF114id
TFDP1id,downregulated,VDRid
TFDP1id,downregulated,OTX1id
TFDP1id,downregulated,MNX1id
TFDP1id,downregulated,TFDP1id
TFDP1id,downregulated,ZNF670id
TFDP1id,downregulated,ZNF395id
TFDP1id,downregulated,VENTXid
TFDP1id,downregulated,ZBTB24id
TFDP1id,downregulated,PCGF6id
TFDP1id,downregulated,YBX3id
TFDP1id,downregulated,TERF1id
TFDP1id,downregulated,DR1id
TFDP1id,downregulated,ZNF207id
TFDP1id,downregulated,ZNF667id
TFDP1id,downregulated,NFATC2id
TFDP1id,downregulated,ETV5id
TFDP1id,downregulated,PRDM14id
TFDP1id,downregulated,IRF8id
TFDP1id,downregulated,CHAMP1id
TFDP1id,downregulated,FOXS1id
TFDP1id,downregulated,MSANTD3id
TFDP1id,downregulated,ZNF331id
TFDP1id,downregulated,ZNF829id
TFDP1id,downregulated,ZNF511id
TFDP1id,downregulated,RBPJid
TFDP1id,downregulated,ZNF587Bid
TFDP1id,downregulated,ZNF33Bid
TFDP1id,downregulated,KLF1id
TFDP1id,downregulated,ZBED1id
TFDP1id,downregulated,OSR1id
TFDP1id,downregulated,PATZ1id
TFDP1id,downregulated,ZNF852id
TFDP1id,downregulated,ZNF704id
TFDP1id,downregulated,KLF15id
TFDP1id,downregulated,PCGF2id
TFDP1id,downregulated,CENPAid
TFDP1id,downregulated,PGRid
TFDP1id,downregulated,SREBF1id
TFDP1id,downregulated,ZNF682id
TFDP1id,downregulated,ZNF462id
TFDP1id,downregulated,TEAD2id
TFDP1id,downregulated,ZNF664id
TFDP1id,downregulated,GFI1id
TFDP1id,downregulated,ZNF302id
TFDP1id,downregulated,ZNF695id
TFDP1id,downregulated,ATOH8id
TFDP1id,downregulated,NFE2L3id
TFDP1id,downregulated,THAP7id
TFDP1id,downregulated,TFAP4id
TFDP1id,downregulated,LIN28Bid
TFDP1id,downregulated,POU5F1id
TFDP1id,downregulated,PBX3id
TFDP1id,downregulated,MKXid
TFDP1id,downregulated,ZFP91id
TFDP1id,downregulated,TWIST1id
TFDP1id,downregulated,SMAD5id
TFDP1id,downregulated,SETDB2id
TFDP1id,downregulated,GATAD2Aid
TFDP1id,downregulated,PLSCR1id
TFDP1id,downregulated,SP140id
TFDP1id,downregulated,AKAP8id
TFDP1id,downregulated,ATF4id
TFDP1id,downregulated,THRAid
TFDP1id,downregulated,PRMT3id
TFDP1id,downregulated,WT1id
TFDP1id,downregulated,TP73id
TFDP1id,downregulated,CEBPGid
TFDP1id,downregulated,YY2id
TFDP1id,downregulated,ZBTB2id
TFDP1id,downregulated,JDP2id
TFDP1id,downregulated,PURAid
TFDP1id,downregulated,OSR2id
TFDP1id,downregulated,KAT7id
TFDP1id,downregulated,PBX2id
TFDP1id,downregulated,ZNF589id
TFDP1id,downregulated,SIM2id
TFDP1id,downregulated,E2F8id
TFDP1id,downregulated,MSX1id
TFDP1id,downregulated,TBX18id
TFDP1id,downregulated,CBX2id
TFDP1id,downregulated,PREBid
TFDP1id,downregulated,LIN54id
TFDP1id,downregulated,TCF15id
TFDP1id,downregulated,ZNF878id
TFDP1id,downregulated,ZNF689id
TFDP1id,downregulated,ELF4id
TFDP1id,downregulated,ZNF728id
TFDP1id,downregulated,NRF1id
TFDP1id,downregulated,DNMT1id
TFDP1id,downregulated,ZBTB32id
TFDP1id,downregulated,HMX2id
TFDP1id,downregulated,HES3id
TFDP1id,downregulated,ZSCAN2id
TFDP1id,downregulated,LCORLid
TFDP1id,downregulated,ZNF107id
TFDP1id,downregulated,HOXC10id
TFDP1id,downregulated,ZNF37Aid
TFDP1id,downregulated,SAFBid
TFDP1id,downregulated,CGGBP1id
TFDP1id,downregulated,CREB3L2id
TFDP1id,downregulated,MYBid
TFDP1id,downregulated,ZNF202id
TFDP1id,downregulated,ZNF888id
TFDP1id,downregulated,NFIBid
TFDP1id,downregulated,HOXC8id
TFDP1id,downregulated,ZNF519id
TFDP1id,downregulated,THAP5id
TFDP1id,downregulated,TSHZ1id
TFDP1id,downregulated,ZFP42id
TFDP1id,downregulated,E2F1id
TFDP1id,downregulated,SIX1id
TFDP1id,downregulated,ARNTid
TFDP1id,downregulated,GATA1id
TFDP1id,downregulated,DRAP1id
TFDP1id,downregulated,PRDM10id
TFDP1id,downregulated,ZNF736id
TFDP1id,downregulated,ZNF496id
TFDP1id,downregulated,HOXB13id
TFDP1id,downregulated,THYN1id
TFDP1id,downregulated,ZZZ3id
TFDP1id,downregulated,ZNF76id
TFDP1id,downregulated,BNC2id
TFDP1id,downregulated,DPF1id
TFDP1id,downregulated,ZNF594id
TFDP1id,downregulated,FOSL1id
TFDP1id,downregulated,ZSCAN10id
TFDP1id,downregulated,NFYCid
TFDP1id,downregulated,ZNF146id
TFDP1id,downregulated,NR6A1id
TFDP1id,downregulated,E2F7id
TFDP1id,downregulated,ZBTB44id
TFDP1id,downregulated,POGKid
TFDP1id,downregulated,SLC2A4RGid
TFDP1id,downregulated,NR2F1id
TFDP1id,downregulated,ZNF827id
TFDP1id,downregulated,PRRX2id
TFDP1id,downregulated,PHF20id
TFDP1id,downregulated,HES7id
TFDP1id,downregulated,ZNF778id
TFDP1id,downregulated,NFIXid
TFDP1id,downregulated,ZNF141id
TFDP1id,downregulated,THAP4id
TFDP1id,downregulated,ZNF507id
TFDP1id,downregulated,REXO4id
TFDP1id,downregulated,ZNF652id
TFDP1id,downregulated,HMGA1id
TFDP1id,downregulated,ZNF362id
TFDP1id,downregulated,HMG20Bid
TFDP1id,downregulated,MYBL1id
TFDP1id,downregulated,RFX2id
TFDP1id,downregulated,NANOGP8id
TFDP1id,downregulated,ZNF706id
TFDP1id,downregulated,ZNF286Aid
TFDP1id,downregulated,AHRRid
TFDP1id,downregulated,ETV6id
TFDP1id,downregulated,ZNF749id
TFDP1id,downregulated,TRERF1id
TFDP1id,downregulated,MBD2id
TFDP1id,downregulated,MTF2id
TFDP1id,downregulated,RHOXF2id
TFDP1id,downregulated,PLAGL1id
TFDP1id,downregulated,CENPTid
TFDP1id,downregulated,LEF1id
TFDP1id,downregulated,TCF21id
TFDP1id,downregulated,ZNF346id
TFDP1id,downregulated,ZNF326id
TFDP1id,downregulated,ZIK1id
TFDP1id,downregulated,ZNF544id
TFDP1id,downregulated,ZNF367id
TFDP1id,downregulated,FOXM1id
TFDP1id,downregulated,HESX1id
TFDP1id,downregulated,HIC1id
TFDP1id,downregulated,ZNF883id
TFDP1id,downregulated,ARNT2id
TFDP1id,downregulated,ZHX3id
TFDP1id,downregulated,FOXD1id
TFDP1id,downregulated,ZNF43id
TFDP1id,downregulated,KLF17id
TFDP1id,downregulated,TFDP2id
TFDP1id,downregulated,CHCHD3id
TFDP1id,downregulated,ZNF300id
TFDP1id,downregulated,MXD3id
TFDP1id,downregulated,ZBTB8Aid
TFDP1id,downregulated,THAP11id
TFDP1id,downregulated,SPIBid
TFDP1id,downregulated,CLOCKid
TFDP1id,downregulated,L3MBTL3id
TFDP1id,downregulated,DMBX1id
TFDP1id,downregulated,ZNF257id
TFDP1id,downregulated,ZIC2id
TFDP1id,downregulated,ZNF530id
TFDP1id,downregulated,TCF12id
TFDP1id,downregulated,RFX5id
TFDP1id,downregulated,ZNF576id
TFDP1id,downregulated,FOXE3id
TFDP1id,downregulated,ATF1id
TFDP1id,downregulated,GBX2id
TFDP1id,downregulated,ZNF398id
TFDP1id,downregulated,FLI1id
TFDP1id,downregulated,RAG1id
TFDP1id,downregulated,ZNF569id
TFDP1id,downregulated,MESP2id
TFDP1id,downregulated,ADNPid
TFDP1id,downregulated,ZNF595id
TFDP1id,downregulated,ZNF438id
TFDP1id,downregulated,TBPid
TFDP1id,downregulated,TCF7id
TFDP1id,downregulated,TAL1id
TFDP1id,downregulated,PLAGL2id
TFDP1id,downregulated,ZNF724id
TFDP1id,downregulated,RUNX2id
TFDP1id,downregulated,GTF2Iid
TFDP1id,downregulated,MEOX1id
TFDP1id,downregulated,SMAD4id
TFDP1id,downregulated,ZNF22id
TFDP1id,downregulated,NFXL1id
TFDP1id,downregulated,FOXH1id
TFDP1id,downregulated,YY1id
TFDP1id,downregulated,ZNF726id
TFDP1id,downregulated,ZNF556id
TFDP1id,downregulated,NFIAid
TFDP1id,downregulated,CENPBid
TFDP1id,downregulated,MEIS2id
TFDP1id,downregulated,ZNF66id
TFDP1id,downregulated,THAP10id
TFDP1id,downregulated,SOX2id
TFDP1id,downregulated,MYCid
TFDP1id,downregulated,ZBTB3id
TFDP1id,downregulated,TEAD1id
TFDP1id,downregulated,ZNF551id
TFDP1id,downregulated,CEBPZid
TFDP1id,downregulated,TEAD4id
TFDP1id,downregulated,TGIF2id
TFDP1id,downregulated,SMAD1id
TFDP1id,downregulated,ZNF639id
TFDP1id,downregulated,JRKid
TFDP1id,downregulated,ZNF473id
TFDP1id,downregulated,ZNF215id
TFDP1id,downregulated,ETS1id
TFDP1id,downregulated,CTCFid
TFDP1id,downregulated,ZHX1id
TFDP1id,downregulated,SMYD3id
TFDP1id,downregulated,MYBL2id
TFDP1id,downregulated,ZNF366id
TFDP1id,downregulated,E2F4id
TFDP1id,downregulated,HIVEP3id
TFDP1id,downregulated,PRRX1id
TFDP1id,downregulated,NME2id
TFDP1id,downregulated,CXXC5id
TFDP1id,downregulated,FOXF1id
TFDP1id,downregulated,SIX4id
TFDP1id,downregulated,NFATC4id
TFDP1id,downregulated,TBPL1id
TFDP1id,downregulated,HOXC9id
TFDP1id,downregulated,XPAid
TFDP1id,downregulated,CREBZFid
TFDP1id,downregulated,POU3F2id
TFDP1id,downregulated,SATB2id
TFDP1id,downregulated,TET1id
TFDP1id,downregulated,NFICid
TFDP1id,downregulated,TTF1id
TFDP1id,downregulated,ZNF692id
TFDP1id,downregulated,KCMF1id
TFDP1id,downregulated,PRDM15id
TFDP1id,downregulated,ZNF318id
TFDP1id,downregulated,ZBTB16id
TFDP1id,downregulated,GSCid
TFDP1id,downregulated,NANOGid
TFDP1id,downregulated,GLI2id
TFDP1id,downregulated,ETV4id
TFDP1id,downregulated,SRYid
TFDP1id,downregulated,TCF7L1id
TFDP1id,downregulated,ETV1id
TFDP1id,downregulated,BCL6Bid
TFDP1id,downregulated,HIF1Aid
TFDP1id,downregulated,ZBTB9id
TFDP1id,downregulated,SP5id
TFDP1id,downregulated,SALL1id
TFDP1id,downregulated,AEBP2id
TFDP1id,downregulated,ELK3id
TFDP1id,downregulated,ARID3Bid
TFDP1id,downregulated,LHX6id
TFDP1id,downregulated,SONid
TFDP1id,downregulated,ZNF232id
TFDP1id,downregulated,CENPSid
TFDP1id,downregulated,GATA2id
TFDP1id,downregulated,KLF14id
TFDP1id,downregulated,AEBP1id
TFDP1id,downregulated,TCF7L2id
TFDP1id,downregulated,MTERF4id
TFDP1id,downregulated,AHCTF1id
TFDP1id,downregulated,TCF3id
TFDP1id,downregulated,SP1id
TFDP1id,downregulated,ZNF253id
TFDP1id,downregulated,ZNF92id
TFDP1id,downregulated,NFE2id
TFDP1id,downregulated,ARid
TFDP1id,downregulated,E2F5id
TFDP1id,downregulated,ADNP2id
TFDP1id,downregulated,NFYAid
TFDP1id,downregulated,SOX3id
TFDP1id,downregulated,ZIC3id
TFDP1id,downregulated,HMGN3id
TFDP1id,downregulated,TERF2id
TFDP1id,downregulated,TBX5id
TFDP1id,downregulated,SP3id
TFDP1id,downregulated,NFATC1id
TFDP1id,downregulated,ZNF678id
TFDP1id,downregulated,ESX1id
TFDP1id,downregulated,ZBTB12id
TFDP1id,downregulated,ZNF672id
TFDP1id,downregulated,ZIC5id
TFDP1id,downregulated,DMRT1id
TFDP1id,downregulated,LHX2id
TFDP1id,downregulated,HOXC6id
TFDP1id,downregulated,DZIP1id
TFDP1id,downregulated,YBX1id
TFDP1id,downregulated,ZNF618id
TFDP1id,downregulated,GTF3Aid
TFDP1id,downregulated,POU2F1id
TFDP1id,downregulated,NFYBid
TFDP1id,downregulated,ZNF101id
TFDP1id,downregulated,GFI1Bid
TFDP1id,downregulated,ZNF280Bid
TFDP1id,downregulated,ZNF121id
TFDP1id,downregulated,HOXB6id
TFDP1id,downregulated,ALX1id
TFDP1id,downregulated,FOXF2id
TFDP1id,downregulated,HOXA13id
TFDP1id,downregulated,XBP1id
TFDP1id,downregulated,ZFP69Bid
TFDP1id,downregulated,HOXB3id
TFDP1id,downregulated,SETDB1id
TFDP1id,downregulated,TBX22id
TFDP1id,downregulated,HOXB7id
TFDP1id,downregulated,ZBED3id
TFDP1id,downregulated,BATF3id
TFDP1id,downregulated,HOXA9id
TFDP1id,downregulated,ZNF782id
TFDP1id,downregulated,CREB3L4id
TFDP1id,downregulated,ZNF100id
TFDP1id,downregulated,SNAPC5id
TFDP1id,downregulated,SP110id
TFDP1id,downregulated,ZFHX4id
TFDP1id,downregulated,HOXD13id
TFDP1id,downregulated,CREB3L1id
TFDP1id,downregulated,HOXC11id
TFDP1id,downregulated,SMAD9id
TFDP1id,downregulated,ARID3Aid
TFDP1id,downregulated,STAT1id
TFDP1id,downregulated,UBP1id
TFDP1id,downregulated,ZNF730id
TFDP1id,downregulated,HOXA11id
TFDP1id,downregulated,PIN1id
TFDP1id,downregulated,ZNF789id
TFDP1id,downregulated,ZNF788Pid
TFDP1id,downregulated,MLXid
TFDP1id,downregulated,HEYLid
TFDP1id,downregulated,ZNF480id
TFDP1id,downregulated,NR2F2id
TFDP1id,downregulated,ZNF195id
TFDP1id,downregulated,SCMH1id
TFDP1id,downregulated,GLI1id
TFDP1id,downregulated,ZNF354Cid
TFDP1id,downregulated,STAT5Bid
TFDP1id,downregulated,ZNF93id
TFDP1id,downregulated,ZNF532id
TFDP1id,downregulated,ZNF124id
TFDP1id,downregulated,ZNF3id
TFDP1id,downregulated,KDM2Bid
TFDP1id,downregulated,E2F3id
TFDP1id,downregulated,GLMPid
TFDP1id,downregulated,PBX1id
TFDP1id,downregulated,SRFid
TFDP1id,downregulated,CENPXid
TFDP1id,downregulated,GLI3id
TFDP1id,downregulated,PA2G4id
TFDP1id,downregulated,YBX2id
TFDP1id,downregulated,THAP12id
TFDP1id,downregulated,ARNTL2id
TFDP1id,downregulated,HOXA10id
PCGF6id,downregulated,CDC5Lid
PCGF6id,downregulated,TFDP1id
PCGF6id,downregulated,PCGF6id
PCGF6id,downregulated,PRMT3id
PCGF6id,downregulated,MTERF3id
PCGF6id,downregulated,ZZZ3id
PCGF6id,downregulated,ZNF146id
PCGF6id,downregulated,CHCHD3id
PCGF6id,downregulated,CEBPZid
PCGF6id,downregulated,ZNF639id
PCGF6id,downregulated,PA2G4id
PCGF6id,downregulated,THAP12id
YBX3id,downregulated,MYOD1id
OVOL1id,downregulated,BARX2id
OVOL1id,downregulated,OVOL1id
OVOL1id,downregulated,GRHL3id
OVOL1id,downregulated,IRX4id
OVOL1id,downregulated,IRF5id
OVOL1id,downregulated,CASZ1id
OVOL1id,downregulated,GRHL1id
OVOL1id,downregulated,GRHL2id
OVOL1id,downregulated,FOXI1id
OVOL1id,downregulated,ELF3id
OVOL1id,downregulated,FOXN1id
BPTFid,downregulated,ZBTB37id
BPTFid,downregulated,MYSM1id
BPTFid,downregulated,ZNF445id
BPTFid,downregulated,ZNF292id
BPTFid,downregulated,ZNF714id
BPTFid,downregulated,TERF1id
