source,relation,target
ZNF654,downregulated,ZNF148
ZNF654,downregulated,IKZF5
ZNF654,downregulated,ZNF805
ZNF654,downregulated,ZNF451
ZNF654,downregulated,GABPA
ZNF654,downregulated,THAP2
ZNF654,downregulated,ATF2
SOX1,downregulated,NEUROG1
SOX1,downregulated,NHLH1
CSRNP1,downregulated,EGR3
CSRNP1,downregulated,IRF1
CSRNP1,downregulated,CCDC17
CSRNP1,downregulated,DNTTIP1
CSRNP1,downregulated,ELK1
CSRNP1,downregulated,RELB
CSRNP1,downregulated,ETS2
CSRNP1,downregulated,HES4
CSRNP1,downregulated,OVOL1
CSRNP1,downregulated,ETV3L
CSRNP1,downregulated,KLF10
CSRNP1,downregulated,CSRNP1
CSRNP1,downregulated,MEF2D
CSRNP1,downregulated,KLF6
CSRNP1,downregulated,DOT1L
CSRNP1,downregulated,HINFP
CSRNP1,downregulated,JUND
CSRNP1,downregulated,FOS
CSRNP1,downregulated,JUN
CSRNP1,downregulated,RUNX1
CSRNP1,downregulated,ZBTB17
CSRNP1,downregulated,FOSL1
CSRNP1,downregulated,ZSCAN10
CSRNP1,downregulated,PHF1
CSRNP1,downregulated,MAFF
CSRNP1,downregulated,ZNF707
CSRNP1,downregulated,ZNF333
CSRNP1,downregulated,RUNX3
CSRNP1,downregulated,GATA3
CSRNP1,downregulated,MSANTD1
CSRNP1,downregulated,TGIF2
CSRNP1,downregulated,TBX19
CSRNP1,downregulated,TFE3
CSRNP1,downregulated,ARID3B
CSRNP1,downregulated,PRDM12
CSRNP1,downregulated,IRX3
CSRNP1,downregulated,IKZF4
CSRNP1,downregulated,FOSB
CSRNP1,downregulated,PBX4
CSRNP1,downregulated,BHLHE40
CSRNP1,downregulated,FOSL2
CSRNP1,downregulated,GLI1
CSRNP1,downregulated,ATF3
CSRNP1,downregulated,CREM
CENPA,downregulated,ZNF354A
CENPA,downregulated,ZNF35
CENPA,downregulated,GLYR1
CENPA,downregulated,TP53
CENPA,downregulated,ZNF281
CENPA,downregulated,ZBTB38
CENPA,downregulated,ATF5
CENPA,downregulated,GPBP1
CENPA,downregulated,HMGA2
CENPA,downregulated,EN2
CENPA,downregulated,ZNF114
CENPA,downregulated,OTX1
CENPA,downregulated,ZNF148
CENPA,downregulated,NR3C1
CENPA,downregulated,MNX1
CENPA,downregulated,ZNF616
CENPA,downregulated,YBX3
CENPA,downregulated,TERF1
CENPA,downregulated,ZNF207
CENPA,downregulated,ETV5
CENPA,downregulated,ZNF565
CENPA,downregulated,MGA
CENPA,downregulated,ZNF511
CENPA,downregulated,RBPJ
CENPA,downregulated,ZBED5
CENPA,downregulated,HES6
CENPA,downregulated,ZC3H8
CENPA,downregulated,ZBED1
CENPA,downregulated,PATZ1
CENPA,downregulated,KLF15
CENPA,downregulated,ZNF184
CENPA,downregulated,ZNF462
CENPA,downregulated,ZNF664
CENPA,downregulated,ZNF510
CENPA,downregulated,TFAP4
CENPA,downregulated,LIN28B
CENPA,downregulated,ZFP91
CENPA,downregulated,SMAD5
CENPA,downregulated,GATAD2A
CENPA,downregulated,AKAP8
CENPA,downregulated,ATF4
CENPA,downregulated,PRMT3
CENPA,downregulated,ZBTB21
CENPA,downregulated,PURA
CENPA,downregulated,ZFY
CENPA,downregulated,ZNF589
CENPA,downregulated,GMEB1
CENPA,downregulated,TOPORS
CENPA,downregulated,BBX
CENPA,downregulated,ZNF721
CENPA,downregulated,ZFX
CENPA,downregulated,LCORL
CENPA,downregulated,TFCP2
CENPA,downregulated,ZNF37A
CENPA,downregulated,DMTF1
CENPA,downregulated,CGGBP1
CENPA,downregulated,THAP6
CENPA,downregulated,ZNF202
CENPA,downregulated,NFIB
CENPA,downregulated,REST
CENPA,downregulated,ATMIN
CENPA,downregulated,VEZF1
CENPA,downregulated,DRAP1
CENPA,downregulated,PRDM10
CENPA,downregulated,ZZZ3
CENPA,downregulated,ZNF260
CENPA,downregulated,HMG20A
CENPA,downregulated,ZKSCAN3
CENPA,downregulated,ZNF7
CENPA,downregulated,ZNF451
CENPA,downregulated,FOSL1
CENPA,downregulated,ZSCAN10
CENPA,downregulated,NFYC
CENPA,downregulated,ZNF146
CENPA,downregulated,ZBTB44
CENPA,downregulated,EEA1
CENPA,downregulated,POGK
CENPA,downregulated,ZNF716
CENPA,downregulated,ZNF45
CENPA,downregulated,ATF6
CENPA,downregulated,PHF20
CENPA,downregulated,ZNF699
CENPA,downregulated,ZNF778
CENPA,downregulated,ZNF644
CENPA,downregulated,ZNF420
CENPA,downregulated,THAP4
CENPA,downregulated,ZNF507
CENPA,downregulated,RBAK
CENPA,downregulated,REXO4
CENPA,downregulated,HMGA1
CENPA,downregulated,ZNF706
CENPA,downregulated,ZNF286A
CENPA,downregulated,RFX7
CENPA,downregulated,ZFP30
CENPA,downregulated,ZNF749
CENPA,downregulated,MBD2
CENPA,downregulated,TIGD2
CENPA,downregulated,ZNF346
CENPA,downregulated,KIN
CENPA,downregulated,ZNF326
CENPA,downregulated,ZNF544
CENPA,downregulated,GABPA
CENPA,downregulated,CHCHD3
CENPA,downregulated,ZNF24
CENPA,downregulated,ZBTB8A
CENPA,downregulated,MIXL1
CENPA,downregulated,SKIL
CENPA,downregulated,ZIC2
CENPA,downregulated,TCF12
CENPA,downregulated,ZNF131
CENPA,downregulated,RFX5
CENPA,downregulated,ZNF576
CENPA,downregulated,ATF1
CENPA,downregulated,ZNF398
CENPA,downregulated,ZNF569
CENPA,downregulated,ADNP
CENPA,downregulated,ZNF438
CENPA,downregulated,GTF2I
CENPA,downregulated,SMAD4
CENPA,downregulated,ZNF22
CENPA,downregulated,NFXL1
CENPA,downregulated,FOXH1
CENPA,downregulated,YY1
CENPA,downregulated,ZNF527
CENPA,downregulated,NFIA
CENPA,downregulated,ZNF143
CENPA,downregulated,PRDM4
CENPA,downregulated,ZNF614
CENPA,downregulated,TIGD7
CENPA,downregulated,ZNF221
CENPA,downregulated,E2F6
CENPA,downregulated,MYC
CENPA,downregulated,TEAD1
CENPA,downregulated,CEBPZ
CENPA,downregulated,TEAD4
CENPA,downregulated,TGIF2
CENPA,downregulated,ZNF639
CENPA,downregulated,ETS1
CENPA,downregulated,ATF2
CENPA,downregulated,E2F4
CENPA,downregulated,NME2
CENPA,downregulated,FOXJ3
CENPA,downregulated,XPA
CENPA,downregulated,ZKSCAN5
CENPA,downregulated,TET1
CENPA,downregulated,KCMF1
CENPA,downregulated,NANOG
CENPA,downregulated,GLI2
CENPA,downregulated,ETV4
CENPA,downregulated,ZNF41
CENPA,downregulated,HIF1A
CENPA,downregulated,ZBTB9
CENPA,downregulated,AEBP2
CENPA,downregulated,SON
CENPA,downregulated,ZNF485
CENPA,downregulated,ZNF232
CENPA,downregulated,AHCTF1
CENPA,downregulated,MTERF1
CENPA,downregulated,NFKB1
CENPA,downregulated,E2F5
CENPA,downregulated,ADNP2
CENPA,downregulated,NFYA
CENPA,downregulated,ZNF239
CENPA,downregulated,ZIC3
CENPA,downregulated,TERF2
CENPA,downregulated,GTF2B
CENPA,downregulated,SP3
CENPA,downregulated,ZNF678
CENPA,downregulated,ESX1
CENPA,downregulated,ASH1L
CENPA,downregulated,ZBTB12
CENPA,downregulated,ZIC5
CENPA,downregulated,HOXC6
CENPA,downregulated,DZIP1
CENPA,downregulated,ZNF12
CENPA,downregulated,YBX1
CENPA,downregulated,GTF3A
CENPA,downregulated,POU2F1
CENPA,downregulated,KMT2A
CENPA,downregulated,ZNF121
CENPA,downregulated,HOXA13
CENPA,downregulated,ZNF26
CENPA,downregulated,BCL11A
CENPA,downregulated,THAP1
CENPA,downregulated,RBSN
CENPA,downregulated,SPEN
CENPA,downregulated,ZKSCAN2
CENPA,downregulated,STAT1
CENPA,downregulated,HOXA11
CENPA,downregulated,MYNN
CENPA,downregulated,MLX
CENPA,downregulated,NR2F2
CENPA,downregulated,SCMH1
CENPA,downregulated,ZSCAN12
CENPA,downregulated,ZNF124
CENPA,downregulated,ZNF3
CENPA,downregulated,E2F3
CENPA,downregulated,PA2G4
CENPA,downregulated,CREM
CENPA,downregulated,ZNF197
MYOG,downregulated,RXRG
MYOG,downregulated,AIRE
MYOG,downregulated,FOXD3
MYOG,downregulated,MYF6
MYOG,downregulated,TBX15
MYOG,downregulated,MYF5
GFI1,downregulated,SPI1
GFI1,downregulated,RHOXF2
ZNF695,downregulated,ZNF488
ZNF695,downregulated,RFX8
ZNF695,downregulated,ZNF714
ZNF695,downregulated,ZNF670
ZNF695,downregulated,PCGF6
ZNF695,downregulated,HES6
ZNF695,downregulated,SOX11
ZNF695,downregulated,TP73
ZNF695,downregulated,LIN54
ZNF695,downregulated,TCF15
ZNF695,downregulated,OLIG3
ZNF695,downregulated,NRF1
ZNF695,downregulated,DNMT1
ZNF695,downregulated,HES3
ZNF695,downregulated,ZNF107
ZNF695,downregulated,MYB
ZNF695,downregulated,ZNF519
ZNF695,downregulated,ZNF492
ZNF695,downregulated,DRAP1
ZNF695,downregulated,DPF1
ZNF695,downregulated,ZSCAN10
ZNF695,downregulated,E2F7
ZNF695,downregulated,FOXN4
ZNF695,downregulated,SLC2A4RG
ZNF695,downregulated,MYBL1
ZNF695,downregulated,CAMTA1
ZNF695,downregulated,CENPT
ZNF695,downregulated,FOXM1
ZNF695,downregulated,FOXD1
ZNF695,downregulated,ZNF300
ZNF695,downregulated,MXD3
ZNF695,downregulated,DMBX1
ZNF695,downregulated,LHX5
ZNF695,downregulated,FOXE3
ZNF695,downregulated,ZNF726
ZNF695,downregulated,SOX2
ZNF695,downregulated,TEAD4
ZNF695,downregulated,MYBL2
ZNF695,downregulated,NME2
ZNF695,downregulated,FOXI2
ZNF695,downregulated,ETV4
ZNF695,downregulated,TCF7L1
ZNF695,downregulated,CENPS
ZNF695,downregulated,SOX3
ZNF695,downregulated,NFYB
ZNF695,downregulated,ZIM2
ZNF695,downregulated,PIN1
ZNF695,downregulated,ZNF788P
ZNF695,downregulated,CENPX
ZNF695,downregulated,YBX2
ZNF598,downregulated,PRR12
ZNF598,downregulated,ZNF777
ZNF598,downregulated,SP2
ZNF598,downregulated,NR1H2
ZNF598,downregulated,ZNF598
ZNF598,downregulated,AKAP8
ZNF598,downregulated,DNMT1
ZNF598,downregulated,MTERF3
ZNF598,downregulated,ZNF282
ZNF598,downregulated,E2F1
ZNF598,downregulated,FBXL19
ZNF598,downregulated,DRAP1
ZNF598,downregulated,NFYC
ZNF598,downregulated,ZNF628
ZNF598,downregulated,FLYWCH1
ZNF598,downregulated,E4F1
ZNF598,downregulated,ZNF335
ZNF598,downregulated,ZNF707
ZNF598,downregulated,CIC
ZNF598,downregulated,ZNF696
ZNF598,downregulated,PLAGL2
ZNF598,downregulated,CENPB
ZNF598,downregulated,NKRF
ZNF598,downregulated,MYC
ZNF598,downregulated,FIZ1
ZNF598,downregulated,ZNF581
ZNF598,downregulated,NME2
ZNF598,downregulated,TTF1
ZNF598,downregulated,SON
ZNF598,downregulated,ZNF500
ZNF598,downregulated,FOXK1
ZNF598,downregulated,ZNF764
ZNF598,downregulated,SRCAP
ZNF598,downregulated,TIGD5
ZNF598,downregulated,ZNF408
ZNF598,downregulated,ZNF316
MKX,downregulated,SNAI2
MKX,downregulated,TSHZ3
MKX,downregulated,MECOM
MKX,downregulated,MEOX2
MKX,downregulated,PITX2
MKX,downregulated,CUX1
MKX,downregulated,MITF
MKX,downregulated,HES4
MKX,downregulated,SOX5
MKX,downregulated,CSRNP2
MKX,downregulated,CEBPD
MKX,downregulated,ATOH8
MKX,downregulated,TWIST1
MKX,downregulated,MSX2
MKX,downregulated,TBX1
MKX,downregulated,JDP2
MKX,downregulated,OSR2
MKX,downregulated,TEAD3
MKX,downregulated,ZNF436
MKX,downregulated,HOXD8
MKX,downregulated,MSX1
MKX,downregulated,BARX1
MKX,downregulated,ELF4
MKX,downregulated,SCX
MKX,downregulated,HNF4G
MKX,downregulated,PITX1
MKX,downregulated,ATF7
MKX,downregulated,BNC2
MKX,downregulated,ZSCAN1
MKX,downregulated,BHLHE41
MKX,downregulated,ZNF469
MKX,downregulated,ZNF827
MKX,downregulated,ERG
MKX,downregulated,PPARA
MKX,downregulated,NFIX
MKX,downregulated,SIM1
MKX,downregulated,PRDM6
MKX,downregulated,KCNIP3
MKX,downregulated,ARID5B
MKX,downregulated,FOXE1
MKX,downregulated,PLAGL1
MKX,downregulated,PAX7
MKX,downregulated,EN1
MKX,downregulated,ZNF439
MKX,downregulated,ARNT2
MKX,downregulated,FOXD1
MKX,downregulated,EMX2
MKX,downregulated,PURG
MKX,downregulated,ZBTB8A
MKX,downregulated,POU3F3
MKX,downregulated,VAX1
MKX,downregulated,DLX5
MKX,downregulated,HAND2
MKX,downregulated,MEIS3
MKX,downregulated,EPAS1
MKX,downregulated,DACH2
MKX,downregulated,THAP10
MKX,downregulated,TEAD1
MKX,downregulated,SMYD3
MKX,downregulated,CXXC5
MKX,downregulated,EBF4
MKX,downregulated,CXXC4
MKX,downregulated,GATA6
MKX,downregulated,ZNF608
MKX,downregulated,TCF7L2
MKX,downregulated,MYRF
MKX,downregulated,NPAS3
MKX,downregulated,TBX5
MKX,downregulated,FOXD4L4
MKX,downregulated,LHX2
MKX,downregulated,TBX20
MKX,downregulated,PAX1
MKX,downregulated,RORB
MKX,downregulated,HOXC11
MKX,downregulated,ZNF287
MKX,downregulated,NR2F2
MKX,downregulated,HOXD9
MKX,downregulated,EBF1
MKX,downregulated,PBX1
MKX,downregulated,GLI3
GMEB2,downregulated,ZNF414
GMEB2,downregulated,NR1H2
GMEB2,downregulated,ZBTB17
GMEB2,downregulated,HSF1
GMEB2,downregulated,KLF16
GMEB2,downregulated,ZNF865
GMEB2,downregulated,ZNF205
SP6,downregulated,OVOL1
TWIST1,downregulated,SNAI2
TWIST1,downregulated,TSHZ3
TWIST1,downregulated,FOXS1
TWIST1,downregulated,SOX1
TWIST1,downregulated,OSR1
TWIST1,downregulated,PRDM5
TWIST1,downregulated,CEBPD
TWIST1,downregulated,ATOH8
TWIST1,downregulated,LHX9
TWIST1,downregulated,OSR2
TWIST1,downregulated,ZFY
TWIST1,downregulated,MSX1
TWIST1,downregulated,TBX18
TWIST1,downregulated,RFX4
TWIST1,downregulated,TBX4
TWIST1,downregulated,NR1H3
TWIST1,downregulated,ZNF497
TWIST1,downregulated,NR2F1
TWIST1,downregulated,ZNF469
TWIST1,downregulated,PRRX2
TWIST1,downregulated,FOXC2
TWIST1,downregulated,SIM1
TWIST1,downregulated,PLAGL1
TWIST1,downregulated,TCF21
TWIST1,downregulated,STAT2
TWIST1,downregulated,MEIS1
TWIST1,downregulated,NHLH2
TWIST1,downregulated,RUNX2
TWIST1,downregulated,MEIS2
TWIST1,downregulated,EBF2
TWIST1,downregulated,SHOX
TWIST1,downregulated,FOXF1
TWIST1,downregulated,GSC
TWIST1,downregulated,ZIC4
TWIST1,downregulated,SIX5
TWIST1,downregulated,GLI2
TWIST1,downregulated,ZNF385D
TWIST1,downregulated,ZNF474
TWIST1,downregulated,SRY
TWIST1,downregulated,THRB
TWIST1,downregulated,ZNF214
TWIST1,downregulated,AR
TWIST1,downregulated,ZIC3
TWIST1,downregulated,TBX5
TWIST1,downregulated,LHX8
TWIST1,downregulated,RARB
TWIST1,downregulated,TBX20
TWIST1,downregulated,CDX1
TWIST1,downregulated,HOXC11
TWIST1,downregulated,GLIS1
TWIST1,downregulated,NR2F2
PLSCR1,downregulated,RELB
PLSCR1,downregulated,PRDM1
PLSCR1,downregulated,IRF7
PLSCR1,downregulated,HES4
PLSCR1,downregulated,ASCL2
PLSCR1,downregulated,IRF8
PLSCR1,downregulated,POU2F2
PLSCR1,downregulated,ZBTB42
PLSCR1,downregulated,NFKB2
PLSCR1,downregulated,ZNF366
PLSCR1,downregulated,RBPJL
PLSCR1,downregulated,TBX21
PLSCR1,downregulated,MAFB
PLSCR1,downregulated,OLIG1
PLSCR1,downregulated,PBX4
PLSCR1,downregulated,TFEB
SP140,downregulated,TFEC
SP140,downregulated,ZNF831
SP140,downregulated,CEBPE
SP140,downregulated,BATF
SP140,downregulated,GATA1
SP140,downregulated,IRF5
SP140,downregulated,TBX21
SP140,downregulated,ZNF683
SP100,downregulated,ISX
SP100,downregulated,IRF1
SP100,downregulated,ZNF2
SP100,downregulated,RBCK1
SP100,downregulated,ZNF28
SP100,downregulated,HMGA2
SP100,downregulated,MECOM
SP100,downregulated,PAX8
SP100,downregulated,TFEC
SP100,downregulated,ZNF714
SP100,downregulated,IRF7
SP100,downregulated,NR3C1
SP100,downregulated,ZNF207
SP100,downregulated,TRAFD1
SP100,downregulated,CHAMP1
SP100,downregulated,ZNF829
SP100,downregulated,ZBED5
SP100,downregulated,ZBED1
SP100,downregulated,OSR1
SP100,downregulated,ZNF462
SP100,downregulated,SETDB2
SP100,downregulated,SP140
SP100,downregulated,BBX
SP100,downregulated,ELF4
SP100,downregulated,DNMT1
SP100,downregulated,ZNF334
SP100,downregulated,ZFX
SP100,downregulated,ZNF37A
SP100,downregulated,TFAP2A
SP100,downregulated,HNF4G
SP100,downregulated,THAP6
SP100,downregulated,ZNF619
SP100,downregulated,ETV7
SP100,downregulated,ATMIN
SP100,downregulated,ZSCAN31
SP100,downregulated,ZFPM2
SP100,downregulated,POU2F3
SP100,downregulated,ZNF225
SP100,downregulated,ZNF189
SP100,downregulated,HOXB13
SP100,downregulated,ZZZ3
SP100,downregulated,ZNF260
SP100,downregulated,HMG20A
SP100,downregulated,ZNF594
SP100,downregulated,FOXN2
SP100,downregulated,EEA1
SP100,downregulated,POGK
SP100,downregulated,ZNF45
SP100,downregulated,ZBTB6
SP100,downregulated,ZNF675
SP100,downregulated,ZNF75A
SP100,downregulated,HES2
SP100,downregulated,PLAGL1
SP100,downregulated,TIGD2
SP100,downregulated,ZNF544
SP100,downregulated,HESX1
SP100,downregulated,STAT3
SP100,downregulated,ZNF438
SP100,downregulated,PLAGL2
SP100,downregulated,ZNF268
SP100,downregulated,ZNF610
SP100,downregulated,CEBPZ
SP100,downregulated,ZNF215
SP100,downregulated,ZHX1
SP100,downregulated,HOXC9
SP100,downregulated,ZNF311
SP100,downregulated,ZNF442
SP100,downregulated,ZNF784
SP100,downregulated,ZNF608
SP100,downregulated,ZNF474
SP100,downregulated,ZNF41
SP100,downregulated,TCF7L1
SP100,downregulated,ZNF17
SP100,downregulated,MTERF1
SP100,downregulated,FOXL1
SP100,downregulated,L3MBTL4
SP100,downregulated,ZNF678
SP100,downregulated,RARB
SP100,downregulated,MSANTD4
SP100,downregulated,NFYB
SP100,downregulated,BAZ2A
SP100,downregulated,EHF
SP100,downregulated,SETDB1
SP100,downregulated,BATF2
SP100,downregulated,HOXB7
SP100,downregulated,BATF3
SP100,downregulated,ZNF710
SP100,downregulated,ZNF789
SP100,downregulated,MLX
SP100,downregulated,SCMH1
SP100,downregulated,ZNF532
SP100,downregulated,ARNTL2
SP100,downregulated,PPARG
SP100,downregulated,ZNF197
SPI1,downregulated,SPI1
PRMT3,downregulated,E2F2
PRMT3,downregulated,SPDEF
PRMT3,downregulated,ZNF281
PRMT3,downregulated,ZNF771
PRMT3,downregulated,ZNF850
PRMT3,downregulated,ZNF770
PRMT3,downregulated,NR5A2
PRMT3,downregulated,MAZ
PRMT3,downregulated,HMGA2
PRMT3,downregulated,DNTTIP1
PRMT3,downregulated,ELK1
PRMT3,downregulated,ZNF670
PRMT3,downregulated,YBX3
PRMT3,downregulated,ZNF207
PRMT3,downregulated,ZNF138
PRMT3,downregulated,ETV5
PRMT3,downregulated,PRDM14
PRMT3,downregulated,RBPJ
PRMT3,downregulated,ZC3H8
PRMT3,downregulated,ZBED1
PRMT3,downregulated,CENPA
PRMT3,downregulated,TEAD2
PRMT3,downregulated,ZNF664
PRMT3,downregulated,ZNF410
PRMT3,downregulated,NFE2L3
PRMT3,downregulated,TFAP4
PRMT3,downregulated,POU5F1
PRMT3,downregulated,ZNF649
PRMT3,downregulated,BHLHA15
PRMT3,downregulated,SMAD5
PRMT3,downregulated,ATF4
PRMT3,downregulated,TP73
PRMT3,downregulated,CEBPG
PRMT3,downregulated,YY2
PRMT3,downregulated,ZBTB2
PRMT3,downregulated,ZNF589
PRMT3,downregulated,GMEB1
PRMT3,downregulated,CREB3
PRMT3,downregulated,CBX2
PRMT3,downregulated,NFX1
PRMT3,downregulated,LIN54
PRMT3,downregulated,ZNF878
PRMT3,downregulated,ZNF689
PRMT3,downregulated,NRF1
PRMT3,downregulated,HES3
PRMT3,downregulated,ZNF107
PRMT3,downregulated,MYB
PRMT3,downregulated,ATMIN
PRMT3,downregulated,ZFP42
PRMT3,downregulated,ZNF267
PRMT3,downregulated,ZNF496
PRMT3,downregulated,ZZZ3
PRMT3,downregulated,ZSCAN10
PRMT3,downregulated,NFYC
PRMT3,downregulated,FOXN2
PRMT3,downregulated,POGK
PRMT3,downregulated,ATF6
PRMT3,downregulated,PHF20
PRMT3,downregulated,NANOGP8
PRMT3,downregulated,ZNF749
PRMT3,downregulated,MBD2
PRMT3,downregulated,ZNF326
PRMT3,downregulated,CHCHD3
PRMT3,downregulated,MXD3
PRMT3,downregulated,THAP11
PRMT3,downregulated,ZIC2
PRMT3,downregulated,RFX5
PRMT3,downregulated,ATF1
PRMT3,downregulated,ZNF569
PRMT3,downregulated,GTF2I
PRMT3,downregulated,ZNF586
PRMT3,downregulated,ZNF22
PRMT3,downregulated,NFXL1
PRMT3,downregulated,FOXH1
PRMT3,downregulated,YY1
PRMT3,downregulated,ZNF556
PRMT3,downregulated,ZNF268
PRMT3,downregulated,CENPB
PRMT3,downregulated,TEAD4
PRMT3,downregulated,TGIF2
PRMT3,downregulated,ZNF639
PRMT3,downregulated,CTCF
PRMT3,downregulated,MAX
PRMT3,downregulated,E2F4
PRMT3,downregulated,GPBP1L1
PRMT3,downregulated,XPA
PRMT3,downregulated,NANOG
PRMT3,downregulated,ETV4
PRMT3,downregulated,HIF1A
PRMT3,downregulated,AEBP2
PRMT3,downregulated,NFE2L2
PRMT3,downregulated,MTERF4
PRMT3,downregulated,TCF3
PRMT3,downregulated,NFKB1
PRMT3,downregulated,E2F5
PRMT3,downregulated,ZNF239
PRMT3,downregulated,GTF3A
PRMT3,downregulated,NFYB
PRMT3,downregulated,ZNF101
PRMT3,downregulated,ZNF30
PRMT3,downregulated,ZNF121
PRMT3,downregulated,ZNF77
PRMT3,downregulated,XBP1
PRMT3,downregulated,ZNF100
PRMT3,downregulated,SNAPC5
PRMT3,downregulated,ZNF180
PRMT3,downregulated,UBP1
PRMT3,downregulated,ZNF165
PRMT3,downregulated,MLX
PRMT3,downregulated,SCMH1
PRMT3,downregulated,KDM2B
PRMT3,downregulated,ARNTL2
NKX26,downregulated,IRX4
NKX26,downregulated,TBX20
ZBTB21,downregulated,ZNF543
ZBTB21,downregulated,ZNF222
ZNF831,downregulated,ZNF683
SP140L,downregulated,IKZF3
SP140L,downregulated,KLF2
SP140L,downregulated,GFI1
SP140L,downregulated,AIRE
SP140L,downregulated,SPI1
SP140L,downregulated,ZNF831
SP140L,downregulated,LYL1
SP140L,downregulated,ZBTB32
SP140L,downregulated,GATA1
SP140L,downregulated,FOXP3
SP140L,downregulated,ZBTB14
SP140L,downregulated,ZNF80
SP140L,downregulated,CTCFL
SP140L,downregulated,SPIB
SP140L,downregulated,TCF7
SP140L,downregulated,NFE4
SP140L,downregulated,EOMES
SP140L,downregulated,RHOXF2B
SP140L,downregulated,TBX21
SP140L,downregulated,ZFP69
SP140L,downregulated,ZNF683
TEAD3,downregulated,TGIF2LX
TEAD3,downregulated,CREB3L1
ZFY,downregulated,ZFY
LYL1,downregulated,SPI1
LYL1,downregulated,LYL1
LYL1,downregulated,CEBPE
LYL1,downregulated,NFE2
TBX18,downregulated,MEOX2
TBX18,downregulated,PITX2
TBX18,downregulated,ZNF423
TBX18,downregulated,ZNF667
TBX18,downregulated,ZNF521
TBX18,downregulated,PGR
TBX18,downregulated,HSFX2
TBX18,downregulated,SETBP1
TBX18,downregulated,TWIST1
TBX18,downregulated,MSX1
TBX18,downregulated,RFX4
TBX18,downregulated,NFIB
TBX18,downregulated,BNC2
TBX18,downregulated,SOX17
TBX18,downregulated,SOHLH2
TBX18,downregulated,NR2F1
TBX18,downregulated,FOXC2
TBX18,downregulated,PRDM6
TBX18,downregulated,LMX1A
TBX18,downregulated,EMX2
TBX18,downregulated,PURG
TBX18,downregulated,ZBTB8A
TBX18,downregulated,VAX1
TBX18,downregulated,DLX5
TBX18,downregulated,HAND2
TBX18,downregulated,MEIS3
TBX18,downregulated,TEAD1
TBX18,downregulated,PRRX1
TBX18,downregulated,FOXG1
TBX18,downregulated,NFATC4
TBX18,downregulated,GSC
TBX18,downregulated,ZNF385D
TBX18,downregulated,ZNF135
TBX18,downregulated,EBF3
TBX18,downregulated,LHX8
TBX18,downregulated,TBX20
TBX18,downregulated,PAX1
TBX18,downregulated,ALX1
TBX18,downregulated,SOX6
TBX18,downregulated,SMAD9
TBX18,downregulated,ZNF287
TBX18,downregulated,IRX6
TBX18,downregulated,HEYL
TBX18,downregulated,ZBTB47
TBX18,downregulated,ZNF541
MYF6,downregulated,MYOG
MYF6,downregulated,MYF6
ZNF878,downregulated,E2F2
ZNF878,downregulated,TP53
ZNF878,downregulated,RFX8
ZNF878,downregulated,HMGA2
ZNF878,downregulated,ZNF714
ZNF878,downregulated,ZNF114
ZNF878,downregulated,TFDP1
ZNF878,downregulated,ZNF395
ZNF878,downregulated,FOXB2
ZNF878,downregulated,VENTX
ZNF878,downregulated,TERF1
ZNF878,downregulated,DR1
ZNF878,downregulated,ETV5
ZNF878,downregulated,PRDM14
ZNF878,downregulated,ZNF511
ZNF878,downregulated,ZNF587B
ZNF878,downregulated,ZNF852
ZNF878,downregulated,CENPA
ZNF878,downregulated,NFE2L3
ZNF878,downregulated,TFAP4
ZNF878,downregulated,ZNF649
ZNF878,downregulated,PLSCR1
ZNF878,downregulated,PRMT3
ZNF878,downregulated,TP73
ZNF878,downregulated,YY2
ZNF878,downregulated,ZNF589
ZNF878,downregulated,E2F8
ZNF878,downregulated,LIN54
ZNF878,downregulated,ZNF878
ZNF878,downregulated,DNMT1
ZNF878,downregulated,HES3
ZNF878,downregulated,LCORL
ZNF878,downregulated,ZNF107
ZNF878,downregulated,MYB
ZNF878,downregulated,MTERF3
ZNF878,downregulated,THAP5
ZNF878,downregulated,ZFP42
ZNF878,downregulated,ZNF492
ZNF878,downregulated,E2F1
ZNF878,downregulated,ZNF146
ZNF878,downregulated,NR6A1
ZNF878,downregulated,E2F7
ZNF878,downregulated,FOXC2
ZNF878,downregulated,HMGA1
ZNF878,downregulated,NANOGP8
ZNF878,downregulated,ZNF286A
ZNF878,downregulated,MTF2
ZNF878,downregulated,ZNF326
ZNF878,downregulated,ZNF544
ZNF878,downregulated,GABPA
ZNF878,downregulated,ZNF367
ZNF878,downregulated,THAP9
ZNF878,downregulated,CHCHD3
ZNF878,downregulated,MXD3
ZNF878,downregulated,CLOCK
ZNF878,downregulated,ZNF530
ZNF878,downregulated,ZNF718
ZNF878,downregulated,NFXL1
ZNF878,downregulated,FOXH1
ZNF878,downregulated,ZNF726
ZNF878,downregulated,FOXI3
ZNF878,downregulated,THAP10
ZNF878,downregulated,ZBTB3
ZNF878,downregulated,ZNF551
ZNF878,downregulated,CEBPZ
ZNF878,downregulated,TGIF2
ZNF878,downregulated,ZNF215
ZNF878,downregulated,MYBL2
ZNF878,downregulated,NME2
ZNF878,downregulated,SIX4
ZNF878,downregulated,NANOG
ZNF878,downregulated,GLI2
ZNF878,downregulated,ETV4
ZNF878,downregulated,TCF7L1
ZNF878,downregulated,BCL6B
ZNF878,downregulated,ARID3B
ZNF878,downregulated,CENPS
ZNF878,downregulated,SP3
