source,relation,target
HMGA2,downregulated,BNC1
HMGA2,downregulated,TEAD2
HMGA2,downregulated,ZNF175
HMGA2,downregulated,NFE2L3
HMGA2,downregulated,PBX3
HMGA2,downregulated,SP6
HMGA2,downregulated,KLF6
HMGA2,downregulated,SMAD3
HMGA2,downregulated,TP73
HMGA2,downregulated,DPF3
HMGA2,downregulated,SIM2
HMGA2,downregulated,E2F8
HMGA2,downregulated,ONECUT3
HMGA2,downregulated,E2F1
HMGA2,downregulated,ZNF486
HMGA2,downregulated,FOSL1
HMGA2,downregulated,TFCP2L1
HMGA2,downregulated,SOX17
HMGA2,downregulated,FOXC2
HMGA2,downregulated,HMGA1
HMGA2,downregulated,FOXD1
HMGA2,downregulated,KLF17
HMGA2,downregulated,MXD3
HMGA2,downregulated,GBX2
HMGA2,downregulated,NPAS2
HMGA2,downregulated,ZNF22
HMGA2,downregulated,HOXB5
HMGA2,downregulated,MYBL2
HMGA2,downregulated,ZBED2
HMGA2,downregulated,FOXG1
HMGA2,downregulated,ZNF474
HMGA2,downregulated,LHX6
HMGA2,downregulated,FOXL1
HMGA2,downregulated,KLF7
HMGA2,downregulated,YBX1
HMGA2,downregulated,PRDM8
HMGA2,downregulated,HOXB3
HMGA2,downregulated,ZNF792
HMGA2,downregulated,NR2F2
HMGA2,downregulated,HOXD9
HMGA2,downregulated,CENPX
HMGA2,downregulated,PPARG
HNF4A,downregulated,ISX
HNF4A,downregulated,MLXIPL
HNF4A,downregulated,HNF4A
HNF4A,downregulated,TBX10
HNF4A,downregulated,FOXA2
HNF4A,downregulated,HNF1A
HNF4A,downregulated,NR1I2
HNF4A,downregulated,FOXA3
HNF4A,downregulated,NR1H4
TFEC,downregulated,IRF7
TFEC,downregulated,VENTX
TFEC,downregulated,ASCL2
TFEC,downregulated,IRF8
TFEC,downregulated,POU2F2
TFEC,downregulated,CEBPD
TFEC,downregulated,ZNF831
TFEC,downregulated,LYL1
TFEC,downregulated,CEBPE
TFEC,downregulated,ETV7
TFEC,downregulated,IRF5
TFEC,downregulated,TAL1
TFEC,downregulated,RHOXF2B
TFEC,downregulated,EGR2
TFEC,downregulated,MAFB
TFEC,downregulated,ZNF683
IRF7,downregulated,IKZF3
IRF7,downregulated,ETV3L
IRF7,downregulated,ZBTB32
IRF7,downregulated,ZNF547
ZBTB7C,downregulated,FOXN1
ZNF148,downregulated,ZNF624
ZNF148,downregulated,ZNF181
ZNF148,downregulated,ZNF770
ZNF148,downregulated,ZNF292
ZNF148,downregulated,GPBP1
ZNF148,downregulated,ZNF714
ZNF148,downregulated,ZNF148
ZNF148,downregulated,NR3C1
ZNF148,downregulated,TERF1
ZNF148,downregulated,DR1
ZNF148,downregulated,ZUP1
ZNF148,downregulated,IKZF5
ZNF148,downregulated,ZNF829
ZNF148,downregulated,ZNF654
ZNF148,downregulated,RBPJ
ZNF148,downregulated,ZBED5
ZNF148,downregulated,ZNF430
ZNF148,downregulated,ZEB1
ZNF148,downregulated,ZNF510
ZNF148,downregulated,ZNF84
ZNF148,downregulated,SMAD5
ZNF148,downregulated,ZNF800
ZNF148,downregulated,ZNF81
ZNF148,downregulated,ZNF845
ZNF148,downregulated,ZNF33A
ZNF148,downregulated,ZNF283
ZNF148,downregulated,TOPORS
ZNF148,downregulated,BBX
ZNF148,downregulated,LIN54
ZNF148,downregulated,ZFX
ZNF148,downregulated,LCORL
ZNF148,downregulated,DMTF1
ZNF148,downregulated,THAP6
ZNF148,downregulated,CREB1
ZNF148,downregulated,ZNF431
ZNF148,downregulated,REST
ZNF148,downregulated,ZBTB41
ZNF148,downregulated,ZBTB11
ZNF148,downregulated,THAP5
ZNF148,downregulated,VEZF1
ZNF148,downregulated,ZNF529
ZNF148,downregulated,ZZZ3
ZNF148,downregulated,ZNF260
ZNF148,downregulated,ARID2
ZNF148,downregulated,ZNF451
ZNF148,downregulated,ZNF146
ZNF148,downregulated,ZBTB44
ZNF148,downregulated,FOXN2
ZNF148,downregulated,EEA1
ZNF148,downregulated,ZNF568
ZNF148,downregulated,ZBTB6
ZNF148,downregulated,ZNF644
ZNF148,downregulated,ZNF675
ZNF148,downregulated,SIM1
ZNF148,downregulated,ZNF507
ZNF148,downregulated,RBAK
ZNF148,downregulated,RFX7
ZNF148,downregulated,ZFP30
ZNF148,downregulated,MTF2
ZNF148,downregulated,ZNF25
ZNF148,downregulated,GABPA
ZNF148,downregulated,ZNF484
ZNF148,downregulated,THAP9
ZNF148,downregulated,ZNF24
ZNF148,downregulated,CLOCK
ZNF148,downregulated,ZNF131
ZNF148,downregulated,ATF1
ZNF148,downregulated,ZNF569
ZNF148,downregulated,ZNF724
ZNF148,downregulated,SMAD4
ZNF148,downregulated,ZNF268
ZNF148,downregulated,TEAD1
ZNF148,downregulated,CEBPZ
ZNF148,downregulated,ZNF639
ZNF148,downregulated,ZNF518A
ZNF148,downregulated,ATF2
ZNF148,downregulated,ZHX1
ZNF148,downregulated,ZNF765
ZNF148,downregulated,FOXJ3
ZNF148,downregulated,ZNF442
ZNF148,downregulated,AEBP2
ZNF148,downregulated,ZKSCAN8
ZNF148,downregulated,TMF1
ZNF148,downregulated,ZFP1
ZNF148,downregulated,ZNF136
ZNF148,downregulated,MTERF1
ZNF148,downregulated,ZNF92
ZNF148,downregulated,ZNF567
ZNF148,downregulated,SP3
ZNF148,downregulated,ZNF678
ZNF148,downregulated,ZNF347
ZNF148,downregulated,BAZ2B
ZNF148,downregulated,MSANTD4
ZNF148,downregulated,POU2F1
ZNF148,downregulated,NFYB
ZNF148,downregulated,ZNF121
ZNF148,downregulated,THAP1
ZNF148,downregulated,USF3
ZNF148,downregulated,LCOR
ZNF148,downregulated,ZNF100
ZNF148,downregulated,TET2
ZNF148,downregulated,MYNN
ZNF148,downregulated,THAP12
TFDP1,downregulated,E2F2
TFDP1,downregulated,HHEX
TFDP1,downregulated,ZNF488
TFDP1,downregulated,GLYR1
TFDP1,downregulated,TP53
TFDP1,downregulated,FOXN3
TFDP1,downregulated,MSC
TFDP1,downregulated,ZNF771
TFDP1,downregulated,RFX8
TFDP1,downregulated,ZBTB38
TFDP1,downregulated,IKZF3
TFDP1,downregulated,ZNF850
TFDP1,downregulated,ATF5
TFDP1,downregulated,SALL2
TFDP1,downregulated,HOXA7
TFDP1,downregulated,NR5A2
TFDP1,downregulated,MAZ
TFDP1,downregulated,ZNF625
TFDP1,downregulated,HMGA2
TFDP1,downregulated,MECOM
TFDP1,downregulated,ZNF559
TFDP1,downregulated,DNTTIP1
TFDP1,downregulated,IRF4
TFDP1,downregulated,CDC5L
TFDP1,downregulated,CREBL2
TFDP1,downregulated,ELK1
TFDP1,downregulated,ZNF280A
TFDP1,downregulated,FOXP1
TFDP1,downregulated,ZNF275
TFDP1,downregulated,NR2C1
TFDP1,downregulated,ZNF714
TFDP1,downregulated,DLX1
TFDP1,downregulated,SOX12
TFDP1,downregulated,ZNF114
TFDP1,downregulated,VDR
TFDP1,downregulated,OTX1
TFDP1,downregulated,MNX1
TFDP1,downregulated,TFDP1
TFDP1,downregulated,ZNF670
TFDP1,downregulated,ZNF395
TFDP1,downregulated,VENTX
TFDP1,downregulated,ZBTB24
TFDP1,downregulated,PCGF6
TFDP1,downregulated,YBX3
TFDP1,downregulated,TERF1
TFDP1,downregulated,DR1
TFDP1,downregulated,ZNF207
TFDP1,downregulated,ZNF667
TFDP1,downregulated,NFATC2
TFDP1,downregulated,ETV5
TFDP1,downregulated,PRDM14
TFDP1,downregulated,IRF8
TFDP1,downregulated,CHAMP1
TFDP1,downregulated,FOXS1
TFDP1,downregulated,MSANTD3
TFDP1,downregulated,ZNF331
TFDP1,downregulated,ZNF829
TFDP1,downregulated,ZNF511
TFDP1,downregulated,RBPJ
TFDP1,downregulated,ZNF587B
TFDP1,downregulated,ZNF33B
TFDP1,downregulated,KLF1
TFDP1,downregulated,ZBED1
TFDP1,downregulated,OSR1
TFDP1,downregulated,PATZ1
TFDP1,downregulated,ZNF852
TFDP1,downregulated,ZNF704
TFDP1,downregulated,KLF15
TFDP1,downregulated,PCGF2
TFDP1,downregulated,CENPA
TFDP1,downregulated,PGR
TFDP1,downregulated,SREBF1
TFDP1,downregulated,ZNF682
TFDP1,downregulated,ZNF462
TFDP1,downregulated,TEAD2
TFDP1,downregulated,ZNF664
TFDP1,downregulated,GFI1
TFDP1,downregulated,ZNF302
TFDP1,downregulated,ZNF695
TFDP1,downregulated,ATOH8
TFDP1,downregulated,NFE2L3
TFDP1,downregulated,THAP7
TFDP1,downregulated,TFAP4
TFDP1,downregulated,LIN28B
TFDP1,downregulated,POU5F1
TFDP1,downregulated,PBX3
TFDP1,downregulated,MKX
TFDP1,downregulated,ZFP91
TFDP1,downregulated,TWIST1
TFDP1,downregulated,SMAD5
TFDP1,downregulated,SETDB2
TFDP1,downregulated,GATAD2A
TFDP1,downregulated,PLSCR1
TFDP1,downregulated,SP140
TFDP1,downregulated,AKAP8
TFDP1,downregulated,ATF4
TFDP1,downregulated,THRA
TFDP1,downregulated,PRMT3
TFDP1,downregulated,WT1
TFDP1,downregulated,TP73
TFDP1,downregulated,CEBPG
TFDP1,downregulated,YY2
TFDP1,downregulated,ZBTB2
TFDP1,downregulated,JDP2
TFDP1,downregulated,PURA
TFDP1,downregulated,OSR2
TFDP1,downregulated,KAT7
TFDP1,downregulated,PBX2
TFDP1,downregulated,ZNF589
TFDP1,downregulated,SIM2
TFDP1,downregulated,E2F8
TFDP1,downregulated,MSX1
TFDP1,downregulated,TBX18
TFDP1,downregulated,CBX2
TFDP1,downregulated,PREB
TFDP1,downregulated,LIN54
TFDP1,downregulated,TCF15
TFDP1,downregulated,ZNF878
TFDP1,downregulated,ZNF689
TFDP1,downregulated,ELF4
TFDP1,downregulated,ZNF728
TFDP1,downregulated,NRF1
TFDP1,downregulated,DNMT1
TFDP1,downregulated,ZBTB32
TFDP1,downregulated,HMX2
TFDP1,downregulated,HES3
TFDP1,downregulated,ZSCAN2
TFDP1,downregulated,LCORL
TFDP1,downregulated,ZNF107
TFDP1,downregulated,HOXC10
TFDP1,downregulated,ZNF37A
TFDP1,downregulated,SAFB
TFDP1,downregulated,CGGBP1
TFDP1,downregulated,CREB3L2
TFDP1,downregulated,MYB
TFDP1,downregulated,ZNF202
TFDP1,downregulated,ZNF888
TFDP1,downregulated,NFIB
TFDP1,downregulated,HOXC8
TFDP1,downregulated,ZNF519
TFDP1,downregulated,THAP5
TFDP1,downregulated,TSHZ1
TFDP1,downregulated,ZFP42
TFDP1,downregulated,E2F1
TFDP1,downregulated,SIX1
TFDP1,downregulated,ARNT
TFDP1,downregulated,GATA1
TFDP1,downregulated,DRAP1
TFDP1,downregulated,PRDM10
TFDP1,downregulated,ZNF736
TFDP1,downregulated,ZNF496
TFDP1,downregulated,HOXB13
TFDP1,downregulated,THYN1
TFDP1,downregulated,ZZZ3
TFDP1,downregulated,ZNF76
TFDP1,downregulated,BNC2
TFDP1,downregulated,DPF1
TFDP1,downregulated,ZNF594
TFDP1,downregulated,FOSL1
TFDP1,downregulated,ZSCAN10
TFDP1,downregulated,NFYC
TFDP1,downregulated,ZNF146
TFDP1,downregulated,NR6A1
TFDP1,downregulated,E2F7
TFDP1,downregulated,ZBTB44
TFDP1,downregulated,POGK
TFDP1,downregulated,SLC2A4RG
TFDP1,downregulated,NR2F1
TFDP1,downregulated,ZNF827
TFDP1,downregulated,PRRX2
TFDP1,downregulated,PHF20
TFDP1,downregulated,HES7
TFDP1,downregulated,ZNF778
TFDP1,downregulated,NFIX
TFDP1,downregulated,ZNF141
TFDP1,downregulated,THAP4
TFDP1,downregulated,ZNF507
TFDP1,downregulated,REXO4
TFDP1,downregulated,ZNF652
TFDP1,downregulated,HMGA1
TFDP1,downregulated,ZNF362
TFDP1,downregulated,HMG20B
TFDP1,downregulated,MYBL1
TFDP1,downregulated,RFX2
TFDP1,downregulated,NANOGP8
TFDP1,downregulated,ZNF706
TFDP1,downregulated,ZNF286A
TFDP1,downregulated,AHRR
TFDP1,downregulated,ETV6
TFDP1,downregulated,ZNF749
TFDP1,downregulated,TRERF1
TFDP1,downregulated,MBD2
TFDP1,downregulated,MTF2
TFDP1,downregulated,RHOXF2
TFDP1,downregulated,PLAGL1
TFDP1,downregulated,CENPT
TFDP1,downregulated,LEF1
TFDP1,downregulated,TCF21
TFDP1,downregulated,ZNF346
TFDP1,downregulated,ZNF326
TFDP1,downregulated,ZIK1
TFDP1,downregulated,ZNF544
TFDP1,downregulated,ZNF367
TFDP1,downregulated,FOXM1
TFDP1,downregulated,HESX1
TFDP1,downregulated,HIC1
TFDP1,downregulated,ZNF883
TFDP1,downregulated,ARNT2
TFDP1,downregulated,ZHX3
TFDP1,downregulated,FOXD1
TFDP1,downregulated,ZNF43
TFDP1,downregulated,KLF17
TFDP1,downregulated,TFDP2
TFDP1,downregulated,CHCHD3
TFDP1,downregulated,ZNF300
TFDP1,downregulated,MXD3
TFDP1,downregulated,ZBTB8A
TFDP1,downregulated,THAP11
TFDP1,downregulated,SPIB
TFDP1,downregulated,CLOCK
TFDP1,downregulated,L3MBTL3
TFDP1,downregulated,DMBX1
TFDP1,downregulated,ZNF257
TFDP1,downregulated,ZIC2
TFDP1,downregulated,ZNF530
TFDP1,downregulated,TCF12
TFDP1,downregulated,RFX5
TFDP1,downregulated,ZNF576
TFDP1,downregulated,FOXE3
TFDP1,downregulated,ATF1
TFDP1,downregulated,GBX2
TFDP1,downregulated,ZNF398
TFDP1,downregulated,FLI1
TFDP1,downregulated,RAG1
TFDP1,downregulated,ZNF569
TFDP1,downregulated,MESP2
TFDP1,downregulated,ADNP
TFDP1,downregulated,ZNF595
TFDP1,downregulated,ZNF438
TFDP1,downregulated,TBP
TFDP1,downregulated,TCF7
TFDP1,downregulated,TAL1
TFDP1,downregulated,PLAGL2
TFDP1,downregulated,ZNF724
TFDP1,downregulated,RUNX2
TFDP1,downregulated,GTF2I
TFDP1,downregulated,MEOX1
TFDP1,downregulated,SMAD4
TFDP1,downregulated,ZNF22
TFDP1,downregulated,NFXL1
TFDP1,downregulated,FOXH1
TFDP1,downregulated,YY1
TFDP1,downregulated,ZNF726
TFDP1,downregulated,ZNF556
TFDP1,downregulated,NFIA
TFDP1,downregulated,CENPB
TFDP1,downregulated,MEIS2
TFDP1,downregulated,ZNF66
TFDP1,downregulated,THAP10
TFDP1,downregulated,SOX2
TFDP1,downregulated,MYC
TFDP1,downregulated,ZBTB3
TFDP1,downregulated,TEAD1
TFDP1,downregulated,ZNF551
TFDP1,downregulated,CEBPZ
TFDP1,downregulated,TEAD4
TFDP1,downregulated,TGIF2
TFDP1,downregulated,SMAD1
TFDP1,downregulated,ZNF639
TFDP1,downregulated,JRK
TFDP1,downregulated,ZNF473
TFDP1,downregulated,ZNF215
TFDP1,downregulated,ETS1
TFDP1,downregulated,CTCF
TFDP1,downregulated,ZHX1
TFDP1,downregulated,SMYD3
TFDP1,downregulated,MYBL2
TFDP1,downregulated,ZNF366
TFDP1,downregulated,E2F4
TFDP1,downregulated,HIVEP3
TFDP1,downregulated,PRRX1
TFDP1,downregulated,NME2
TFDP1,downregulated,CXXC5
TFDP1,downregulated,FOXF1
TFDP1,downregulated,SIX4
TFDP1,downregulated,NFATC4
TFDP1,downregulated,TBPL1
TFDP1,downregulated,HOXC9
TFDP1,downregulated,XPA
TFDP1,downregulated,CREBZF
TFDP1,downregulated,POU3F2
TFDP1,downregulated,SATB2
TFDP1,downregulated,TET1
TFDP1,downregulated,NFIC
TFDP1,downregulated,TTF1
TFDP1,downregulated,ZNF692
TFDP1,downregulated,KCMF1
TFDP1,downregulated,PRDM15
TFDP1,downregulated,ZNF318
TFDP1,downregulated,ZBTB16
TFDP1,downregulated,GSC
TFDP1,downregulated,NANOG
TFDP1,downregulated,GLI2
TFDP1,downregulated,ETV4
TFDP1,downregulated,SRY
TFDP1,downregulated,TCF7L1
TFDP1,downregulated,ETV1
TFDP1,downregulated,BCL6B
TFDP1,downregulated,HIF1A
TFDP1,downregulated,ZBTB9
TFDP1,downregulated,SP5
TFDP1,downregulated,SALL1
TFDP1,downregulated,AEBP2
TFDP1,downregulated,ELK3
TFDP1,downregulated,ARID3B
TFDP1,downregulated,LHX6
TFDP1,downregulated,SON
TFDP1,downregulated,ZNF232
TFDP1,downregulated,CENPS
TFDP1,downregulated,GATA2
TFDP1,downregulated,KLF14
TFDP1,downregulated,AEBP1
TFDP1,downregulated,TCF7L2
TFDP1,downregulated,MTERF4
TFDP1,downregulated,AHCTF1
TFDP1,downregulated,TCF3
TFDP1,downregulated,SP1
TFDP1,downregulated,ZNF253
TFDP1,downregulated,ZNF92
TFDP1,downregulated,NFE2
TFDP1,downregulated,AR
TFDP1,downregulated,E2F5
TFDP1,downregulated,ADNP2
TFDP1,downregulated,NFYA
TFDP1,downregulated,SOX3
TFDP1,downregulated,ZIC3
TFDP1,downregulated,HMGN3
TFDP1,downregulated,TERF2
TFDP1,downregulated,TBX5
TFDP1,downregulated,SP3
TFDP1,downregulated,NFATC1
TFDP1,downregulated,ZNF678
TFDP1,downregulated,ESX1
TFDP1,downregulated,ZBTB12
TFDP1,downregulated,ZNF672
TFDP1,downregulated,ZIC5
TFDP1,downregulated,DMRT1
TFDP1,downregulated,LHX2
TFDP1,downregulated,HOXC6
TFDP1,downregulated,DZIP1
TFDP1,downregulated,YBX1
TFDP1,downregulated,ZNF618
TFDP1,downregulated,GTF3A
TFDP1,downregulated,POU2F1
TFDP1,downregulated,NFYB
TFDP1,downregulated,ZNF101
TFDP1,downregulated,GFI1B
TFDP1,downregulated,ZNF280B
TFDP1,downregulated,ZNF121
TFDP1,downregulated,HOXB6
TFDP1,downregulated,ALX1
TFDP1,downregulated,FOXF2
TFDP1,downregulated,HOXA13
TFDP1,downregulated,XBP1
TFDP1,downregulated,ZFP69B
TFDP1,downregulated,HOXB3
TFDP1,downregulated,SETDB1
TFDP1,downregulated,TBX22
TFDP1,downregulated,HOXB7
TFDP1,downregulated,ZBED3
TFDP1,downregulated,BATF3
TFDP1,downregulated,HOXA9
TFDP1,downregulated,ZNF782
TFDP1,downregulated,CREB3L4
TFDP1,downregulated,ZNF100
TFDP1,downregulated,SNAPC5
TFDP1,downregulated,SP110
TFDP1,downregulated,ZFHX4
TFDP1,downregulated,HOXD13
TFDP1,downregulated,CREB3L1
TFDP1,downregulated,HOXC11
TFDP1,downregulated,SMAD9
TFDP1,downregulated,ARID3A
TFDP1,downregulated,STAT1
TFDP1,downregulated,UBP1
TFDP1,downregulated,ZNF730
TFDP1,downregulated,HOXA11
TFDP1,downregulated,PIN1
TFDP1,downregulated,ZNF789
TFDP1,downregulated,ZNF788P
TFDP1,downregulated,MLX
TFDP1,downregulated,HEYL
TFDP1,downregulated,ZNF480
TFDP1,downregulated,NR2F2
TFDP1,downregulated,ZNF195
TFDP1,downregulated,SCMH1
TFDP1,downregulated,GLI1
TFDP1,downregulated,ZNF354C
TFDP1,downregulated,STAT5B
TFDP1,downregulated,ZNF93
TFDP1,downregulated,ZNF532
TFDP1,downregulated,ZNF124
TFDP1,downregulated,ZNF3
TFDP1,downregulated,KDM2B
TFDP1,downregulated,E2F3
TFDP1,downregulated,GLMP
TFDP1,downregulated,PBX1
TFDP1,downregulated,SRF
TFDP1,downregulated,CENPX
TFDP1,downregulated,GLI3
TFDP1,downregulated,PA2G4
TFDP1,downregulated,YBX2
TFDP1,downregulated,THAP12
TFDP1,downregulated,ARNTL2
TFDP1,downregulated,HOXA10
PCGF6,downregulated,CDC5L
PCGF6,downregulated,TFDP1
PCGF6,downregulated,PCGF6
PCGF6,downregulated,PRMT3
PCGF6,downregulated,MTERF3
PCGF6,downregulated,ZZZ3
PCGF6,downregulated,ZNF146
PCGF6,downregulated,CHCHD3
PCGF6,downregulated,CEBPZ
PCGF6,downregulated,ZNF639
PCGF6,downregulated,PA2G4
PCGF6,downregulated,THAP12
YBX3,downregulated,MYOD1
OVOL1,downregulated,BARX2
OVOL1,downregulated,OVOL1
OVOL1,downregulated,GRHL3
OVOL1,downregulated,IRX4
OVOL1,downregulated,IRF5
OVOL1,downregulated,CASZ1
OVOL1,downregulated,GRHL1
OVOL1,downregulated,GRHL2
OVOL1,downregulated,FOXI1
OVOL1,downregulated,ELF3
OVOL1,downregulated,FOXN1
BPTF,downregulated,ZBTB37
BPTF,downregulated,MYSM1
BPTF,downregulated,ZNF445
BPTF,downregulated,ZNF292
BPTF,downregulated,ZNF714
BPTF,downregulated,TERF1
BPTF,downregulated,BPTF
BPTF,downregulated,ZNF829
BPTF,downregulated,MGA
BPTF,downregulated,ZNF407
BPTF,downregulated,ZNF891
BPTF,downregulated,ZNF611
BPTF,downregulated,ZNF549
BPTF,downregulated,ZNF33A
BPTF,downregulated,BBX
BPTF,downregulated,ZFAT
BPTF,downregulated,ZNF708
BPTF,downregulated,ZNF721
BPTF,downregulated,L3MBTL1
BPTF,downregulated,LCORL
BPTF,downregulated,ZNF107
BPTF,downregulated,ZNF37A
BPTF,downregulated,DMTF1
BPTF,downregulated,RFX3
BPTF,downregulated,ZNF431
BPTF,downregulated,ARID2
BPTF,downregulated,ZBTB44
BPTF,downregulated,EEA1
BPTF,downregulated,ZNF507
BPTF,downregulated,ZNF8
BPTF,downregulated,RFX7
BPTF,downregulated,ZNF236
BPTF,downregulated,RHOXF2
BPTF,downregulated,ZNF605
BPTF,downregulated,ZNF346
BPTF,downregulated,ZNF69
BPTF,downregulated,CLOCK
BPTF,downregulated,ZNF169
BPTF,downregulated,ADNP
BPTF,downregulated,ZNF527
BPTF,downregulated,ZNF221
BPTF,downregulated,ZNF621
BPTF,downregulated,ZNF518A
BPTF,downregulated,CTCF
BPTF,downregulated,ZKSCAN8
BPTF,downregulated,SON
BPTF,downregulated,ASH1L
BPTF,downregulated,BAZ2B
BPTF,downregulated,POU2F1
BPTF,downregulated,KMT2A
BPTF,downregulated,ZSCAN30
BPTF,downregulated,USF3
BPTF,downregulated,CARF
BPTF,downregulated,ZNF280D
BPTF,downregulated,ZNF782
BPTF,downregulated,ZFHX4
BPTF,downregulated,ZNF471
NFATC2,downregulated,ZNF831
NFATC2,downregulated,ZNF683
SOX15,downregulated,ZBED2
TRAFD1,downregulated,HESX1
TRAFD1,downregulated,ZFHX2
TRAFD1,downregulated,RORB
IRF8,downregulated,BATF2
CHAMP1,downregulated,TFDP1
CHAMP1,downregulated,PCGF6
CHAMP1,downregulated,TFAP4
CHAMP1,downregulated,MTERF3
CHAMP1,downregulated,REXO4
CHAMP1,downregulated,THAP11
CHAMP1,downregulated,ZNF576
CHAMP1,downregulated,NKRF
CHAMP1,downregulated,CEBPZ
CHAMP1,downregulated,TTF1
CHAMP1,downregulated,ZBTB9
CHAMP1,downregulated,ESX1
CHAMP1,downregulated,MLX
CHAMP1,downregulated,PA2G4
FEV,downregulated,FEV
MGA,downregulated,MGA
MGA,downregulated,ZNF407
MGA,downregulated,NR2C2
MGA,downregulated,PRDM10
MGA,downregulated,ARID2
MGA,downregulated,ZNF451
MGA,downregulated,EEA1
MGA,downregulated,ZNF507
MGA,downregulated,RFX7
MGA,downregulated,ZNF236
MGA,downregulated,ZNF326
MGA,downregulated,CLOCK
MGA,downregulated,ADNP
MGA,downregulated,YY1
MGA,downregulated,SON
MGA,downregulated,AHCTF1
MGA,downregulated,ASH1L
MGA,downregulated,KMT2A
MGA,downregulated,USF3
MGA,downregulated,SRCAP
MGA,downregulated,SPEN
MGA,downregulated,NFATC3
ZNF511,downregulated,ZNF524
ZNF654,downregulated,MYSM1
