source,target,direction
CENPA,KMT2B,-
CENPA,NR0B1,+
CENPA,ESRRG,-
CENPA,ZNF518B,-
CENPA,ZNF266,-
CENPA,FOXJ2,-
CENPA,NHLH2,-
CENPA,TBP,-
CENPA,PLAGL2,-
CENPA,ZNF419,-
CENPA,ZNF776,+
CENPA,MEF2C,+
CENPA,ZNF724,-
CENPA,RUNX2,-
CENPA,HOXA5,-
CENPA,GTF2I,-
CENPA,ZNF718,+
CENPA,ZNF586,-
CENPA,OLIG2,+
CENPA,NR5A1,+
CENPA,SMAD4,-
CENPA,IRX5,-
CENPA,ZNF22,-
CENPA,NFXL1,-
CENPA,FOXH1,-
CENPA,ZNF132,+
CENPA,YY1,-
CENPA,FOXD4,-
CENPA,ZNF726,-
CENPA,ZNF556,-
CENPA,ZNF527,-
CENPA,NR2E1,-
CENPA,NFIA,-
CENPA,FOXI3,-
CENPA,ONECUT2,-
CENPA,ZNF268,+
CENPA,ZNF143,-
CENPA,CENPB,-
CENPA,ZNF614,-
CENPA,MEIS2,-
CENPA,TIGD7,-
CENPA,INSM2,+
CENPA,NKRF,-
CENPA,DACH2,-
CENPA,ZNF66,+
CENPA,ZNF221,-
CENPA,THAP10,-
CENPA,SOX2,+
CENPA,E2F6,-
CENPA,ZNF317,-
CENPA,MYC,-
CENPA,ZNF655,-
CENPA,ZNF10,-
CENPA,SKI,-
CENPA,FOXR2,-
CENPA,MYT1L,-
CENPA,ZBTB3,-
CENPA,PITX3,-
CENPA,TEAD1,-
CENPA,ZNF551,-
CENPA,TFAP2B,-
CENPA,CEBPZ,-
CENPA,TEAD4,-
CENPA,TGIF2,-
CENPA,SMAD1,-
CENPA,HEY1,+
CENPA,ZNF639,-
CENPA,ZNF621,-
CENPA,EBF2,-
CENPA,JRK,-
CENPA,NR4A1,-
CENPA,ZBTB26,-
CENPA,ZNF473,-
CENPA,FIZ1,-
CENPA,DBX1,+
CENPA,ZNF134,-
CENPA,SOX8,-
CENPA,ZNF215,-
CENPA,ZNF518A,+
CENPA,ZNF658,+
CENPA,ETS1,-
CENPA,ATF2,+
CENPA,MLXIP,-
CENPA,CTCF,-
CENPA,ZHX1,-
CENPA,ZNF250,-
CENPA,ZNF581,+
CENPA,SMYD3,-
CENPA,HOXB5,-
CENPA,ZBTB45,-
CENPA,ZNF157,+
CENPA,ZNF727,+
CENPA,MSGN1,+
CENPA,ZNF765,+
CENPA,MYBL2,-
CENPA,ATOH7,-
CENPA,E2F4,-
CENPA,SALL3,+
CENPA,ZNF865,-
CENPA,HIVEP3,-
CENPA,PRRX1,-
CENPA,NME2,-
CENPA,GPBP1L1,+
CENPA,ZBTB33,-
CENPA,ZNF404,-
CENPA,FOXJ3,-
CENPA,NR1H4,-
CENPA,CXXC5,-
CENPA,FOXF1,-
CENPA,FOXG1,+
CENPA,SIX4,+
CENPA,NFATC4,-
CENPA,TBPL1,-
CENPA,HOXC9,-
CENPA,ZNF311,-
CENPA,XPA,-
CENPA,VSX1,-
CENPA,CREBZF,-
CENPA,POU3F2,+
CENPA,CXXC4,+
CENPA,SATB2,-
CENPA,ZKSCAN5,-
CENPA,TET1,-
CENPA,NFIC,-
CENPA,ZNF442,-
CENPA,ZFP64,-
CENPA,TTF1,-
CENPA,ZNF692,-
CENPA,KCMF1,-
CENPA,PRDM15,-
CENPA,GATA6,-
CENPA,HOXD11,+
CENPA,ZNF318,-
CENPA,ZBTB16,-
CENPA,GSC,-
CENPA,MYCN,+
CENPA,ZKSCAN1,-
CENPA,ZIC4,-
CENPA,FOXI2,+
CENPA,SIX5,-
CENPA,NANOG,-
CENPA,CRX,+
CENPA,ATOH1,-
CENPA,ZNF784,-
CENPA,GLI2,-
CENPA,IRF3,-
CENPA,ZNF626,+
CENPA,ZNF385D,-
CENPA,ZNF608,-
CENPA,ETV4,-
CENPA,DMRTA2,-
CENPA,ZNF526,-
CENPA,ZIC1,-
CENPA,ZNF607,+
CENPA,ZNF234,+
CENPA,NCOA1,-
CENPA,GSC2,-
CENPA,ZNF41,+
CENPA,SRY,-
CENPA,ZNF592,-
CENPA,HAND1,-
CENPA,TCF7L1,-
CENPA,ETV1,-
CENPA,BCL6B,+
CENPA,HIF1A,-
CENPA,ZBTB9,-
CENPA,SP5,-
CENPA,ZNF98,+
CENPA,SALL1,-
CENPA,AEBP2,-
CENPA,ELK3,-
CENPA,ARID3B,-
CENPA,VAX2,+
CENPA,GATAD2B,-
CENPA,ZKSCAN8,-
CENPA,SREBF2,-
CENPA,TFAP2E,-
CENPA,LHX6,-
CENPA,PRDM12,+
CENPA,ZNF214,+
CENPA,ZFPM1,-
CENPA,SON,-
CENPA,ZNF485,-
CENPA,ZNF232,-
CENPA,CENPS,-
CENPA,EVX2,-
CENPA,NFE2L2,-
CENPA,ZNF500,-
CENPA,GATA2,-
CENPA,ZFP1,-
CENPA,KLF14,-
CENPA,AEBP1,+
CENPA,TCF7L2,-
CENPA,MTERF4,-
CENPA,AHCTF1,-
CENPA,FOXO6,-
CENPA,FOXK1,-
CENPA,ZNF136,-
CENPA,DACH1,-
CENPA,TCF3,-
CENPA,ZNF277,-
CENPA,IRX3,-
CENPA,MYRF,-
CENPA,SP1,-
CENPA,MTERF1,-
CENPA,NFKB1,-
CENPA,ZNF397,-
CENPA,NPAS3,-
CENPA,ZNF253,-
CENPA,ZNF92,-
CENPA,ZNF711,+
CENPA,EBF3,-
CENPA,AR,-
CENPA,E2F5,-
CENPA,ADNP2,-
CENPA,KLF12,-
CENPA,ETV2,-
CENPA,SIX3,-
CENPA,NFYA,-
CENPA,ARHGAP35,-
CENPA,SOX3,-
CENPA,ZNF239,-
CENPA,ZNF629,-
CENPA,ZIC3,-
CENPA,HMGN3,-
CENPA,TERF2,-
CENPA,ZNF567,-
CENPA,TBX5,-
CENPA,SP3,-
CENPA,PKNOX2,-
CENPA,NFATC1,-
CENPA,ZNF678,-
CENPA,ZNF687,-
CENPA,ZNF354B,-
CENPA,ZNF347,+
CENPA,ESX1,+
CENPA,ASH1L,-
CENPA,ZBTB12,-
CENPA,ZNF672,-
CENPA,ZNF764,-
CENPA,ZNF781,-
CENPA,ZIC5,-
CENPA,IKZF4,-
CENPA,RARB,-
CENPA,DMRT1,-
CENPA,ZNF536,+
CENPA,LHX2,-
CENPA,ZNF391,+
CENPA,MBD6,-
CENPA,ESRRA,-
CENPA,DLX2,-
CENPA,ZNF668,-
CENPA,HOXC6,-
CENPA,HOXC12,-
CENPA,DMRT3,-
CENPA,DZIP1,-
CENPA,ZNF12,-
CENPA,YBX1,-
CENPA,DMRTA1,-
CENPA,FOXP4,-
CENPA,ZNF618,-
CENPA,TBX20,+
CENPA,GTF3A,-
CENPA,MSANTD4,-
CENPA,MYOD1,-
CENPA,POU2F1,-
CENPA,NFYB,-
CENPA,ZNF101,+
CENPA,ALX4,-
CENPA,ZNF30,-
CENPA,ZNF740,-
CENPA,ZNF280B,-
CENPA,ZSCAN25,+
CENPA,ZFP82,+
CENPA,KMT2A,-
CENPA,NR2E3,-
CENPA,ZNF121,-
CENPA,HOXB6,-
CENPA,ALX1,+
CENPA,ZNF200,-
CENPA,HOXD12,-
CENPA,FOXF2,-
CENPA,ZSCAN30,-
CENPA,ZNF77,-
CENPA,HOXA13,-
CENPA,XBP1,-
CENPA,RLF,-
CENPA,ZFP69,+
CENPA,ZNF280C,+
CENPA,SOX6,-
CENPA,PRDM8,-
CENPA,BCL11A,-
CENPA,HOXC5,-
CENPA,ZNF835,-
CENPA,MECP2,-
CENPA,THAP1,+
CENPA,ZNF440,-
CENPA,NFIL3,-
CENPA,USF3,-
CENPA,ZFP69B,-
CENPA,ZNF483,+
CENPA,ZNF804A,-
CENPA,HOXB3,-
CENPA,HLF,+
CENPA,RBSN,-
CENPA,ZNF623,-
CENPA,SETDB1,-
CENPA,ZNF280D,+
CENPA,NEUROD2,-
CENPA,TBX22,+
CENPA,LCOR,-
CENPA,ZBED6,-
CENPA,HOXB7,-
CENPA,SRCAP,-
CENPA,PAX9,-
CENPA,ZBED3,-
CENPA,ZNF671,+
CENPA,BATF3,-
CENPA,SOHLH1,-
CENPA,ZNF747,-
CENPA,FOSB,-
CENPA,ZNF787,-
CENPA,ZNF780A,-
CENPA,HOXA9,-
CENPA,ZFP37,+
CENPA,SPEN,-
CENPA,ZNF782,-
CENPA,CREB3L4,-
CENPA,SOX13,-
CENPA,ISL1,-
CENPA,ZNF100,-
CENPA,ZNF566,-
CENPA,RORB,-
CENPA,SNAPC5,-
CENPA,ZNF443,-
CENPA,RFX6,-
CENPA,ZFHX4,-
CENPA,TFAP2D,+
CENPA,NCOA2,-
CENPA,HOXD13,-
CENPA,TIGD4,+
CENPA,CREB3L1,-
CENPA,ZNF180,+
CENPA,HOXC11,-
CENPA,REPIN1,-
CENPA,SALL4,+
CENPA,ARX,-
CENPA,ZNF248,+
CENPA,SMAD9,-
CENPA,ZKSCAN2,-
CENPA,ARID3A,-
CENPA,ZNF287,-
CENPA,ZSCAN21,+
CENPA,UBP1,-
CENPA,ZIM2,-
CENPA,TCF23,-
CENPA,ZNF730,+
CENPA,TRPS1,-
CENPA,HOXA11,-
CENPA,ZNF710,-
CENPA,PIN1,-
CENPA,IRX6,+
CENPA,ZNF501,-
CENPA,ZNF789,+
CENPA,ZNF788P,-
CENPA,ZNF322,+
CENPA,ZBED4,-
CENPA,MYNN,-
CENPA,ZNF444,-
CENPA,TIGD5,+
CENPA,MLX,-
CENPA,HEYL,-
CENPA,HOXA6,-
CENPA,ZNF480,+
CENPA,ZBTB47,-
CENPA,GLIS1,-
CENPA,NR2F2,-
CENPA,ZNF561,-
CENPA,ZNF195,-
CENPA,SCMH1,-
CENPA,BHLHE23,-
CENPA,ZNF766,-
CENPA,GLI1,-
CENPA,ZSCAN12,-
CENPA,BRF2,-
CENPA,ZNF354C,-
CENPA,ZNF79,-
CENPA,STAT5B,+
CENPA,ZNF93,-
CENPA,HOXD9,+
CENPA,TLX1,+
CENPA,ZNF532,-
CENPA,MYF5,-
CENPA,ZNF124,-
CENPA,SOX10,-
CENPA,ZNF3,-
CENPA,EBF1,+
CENPA,KDM2B,-
CENPA,ZNF316,-
CENPA,E2F3,-
CENPA,GLMP,-
CENPA,PBX1,-
CENPA,NFATC3,+
CENPA,SRF,-
CENPA,CENPX,-
CENPA,GLI3,-
CENPA,PA2G4,-
CENPA,YBX2,-
CENPA,THAP12,-
CENPA,ARNTL2,-
CENPA,PPARG,-
CENPA,CPEB1,-
CENPA,HOXA10,-
CENPA,ZNF197,-
ZNF746,NFE4,+
MYOG,LBX1,-
MYOG,MYOG,-
MYOG,MAFA,+
MYOG,FOXD3,-
MYOG,MYF6,-
MYOG,SOHLH2,+
MYOG,PAX7,+
MYOG,ZNF556,-
MYOG,FOXO6,+
MYOG,MYOD1,-
MYOG,ARX,+
MYOG,MYF5,-
ZNF524,LYL1,-
THAP7,ZNF428,+
THAP7,SNAPC2,+
THAP7,CREB3,+
THAP7,HSF1,+
THAP7,THAP3,+
POU5F1,CDX4,-
POU5F1,LIN28A,-
POU5F1,FOXB2,-
POU5F1,VENTX,-
POU5F1,PRDM14,-
POU5F1,POU5F1,-
POU5F1,FOXD3,-
POU5F1,OTX2,+
POU5F1,HES3,-
POU5F1,ZNF296,-
POU5F1,ZFP42,-
POU5F1,ZSCAN10,-
POU5F1,NANOGP8,-
POU5F1,FOXA3,-
POU5F1,ZNF398,-
POU5F1,FOXH1,-
POU5F1,ZBTB3,-
POU5F1,NANOG,-
ZNF598,ERF,+
ZNF598,SAFB2,+
ZNF598,MAZ,+
ZNF598,ELK1,+
ZNF598,NR1H2,+
ZNF598,THAP7,+
ZNF598,ZNF598,-
ZNF598,RELA,+
ZNF598,GMEB2,+
ZNF598,GATAD2A,+
ZNF598,AKAP8,+
ZNF598,CXXC1,+
ZNF598,DOT1L,+
ZNF598,SNAPC4,-
ZNF598,ZNF324B,+
ZNF598,SAFB,+
ZNF598,ZNF574,+
ZNF598,ZGPAT,+
ZNF598,ZNF579,+
ZNF598,ZNF628,+
ZNF598,HSF1,+
ZNF598,THAP4,+
ZNF598,REXO4,-
ZNF598,E4F1,+
ZNF598,ZNF576,+
ZNF598,KLF16,+
ZNF598,MBD3,+
ZNF598,WIZ,+
ZNF598,CENPB,+
ZNF598,MYPOP,+
ZNF598,FIZ1,+
ZNF598,ZBTB45,+
ZNF598,E2F4,+
ZNF598,ZNF205,+
ZNF598,ESRRA,+
ZNF598,ZNF668,+
ZNF598,ZNF787,+
ZNF598,REPIN1,+
ZNF598,TIGD5,+
ZNF598,ZNF316,+
MKX,FOXN3,-
MKX,MEOX2,-
MKX,PITX2,-
MKX,CUX1,-
MKX,MITF,+
MKX,FOXS1,+
MKX,AHR,-
MKX,OSR1,-
MKX,CEBPD,-
MKX,BNC1,-
MKX,MKX,+
MKX,JDP2,+
MKX,OSR2,-
MKX,TBX18,-
MKX,KLF5,+
MKX,FOXC1,-
MKX,RUNX1,-
MKX,HOXC8,+
MKX,BNC2,+
MKX,SOHLH2,-
MKX,ZNF469,+
MKX,ERG,-
MKX,PRRX2,-
MKX,FOXC2,-
MKX,ARID5B,-
MKX,FOXE1,-
MKX,TCF21,+
MKX,TWIST2,+
MKX,TBX15,+
MKX,SKIL,+
MKX,EPAS1,-
MKX,TEAD1,+
MKX,MEF2A,+
MKX,PRRX1,+
MKX,ZNF311,+
MKX,GATA6,+
MKX,GLI2,-
MKX,THRB,+
MKX,AR,+
MKX,FOXL1,+
MKX,FOXD4L4,-
MKX,RARB,+
MKX,PAX9,+
MKX,CREB3L1,+
MKX,HOXC11,-
MKX,GLIS3,-
MKX,GLIS1,-
ARID3C,NR1I3,+
MAFA,MYF6,+
TWIST1,SNAI2,+
TWIST1,TSHZ3,+
TWIST1,OSR1,+
TWIST1,MKX,+
TWIST1,TGIF2LX,+
TWIST1,HOXD8,+
TWIST1,HOXC8,+
TWIST1,FOXL2,+
TWIST1,BNC2,+
TWIST1,PRRX2,+
TWIST1,EN1,+
TWIST1,TWIST2,+
TWIST1,PRRX1,+
TWIST1,ZIC4,+
TWIST1,ZIC1,+
TWIST1,AEBP1,+
TWIST1,TBX5,-
TWIST1,HOXC6,+
TWIST1,ALX4,+
TWIST1,CREB3L1,+
TWIST1,HOXC11,+
TWIST1,GLIS1,+
PLSCR1,SP100,-
PLSCR1,ZNF438,+
SP140,IKZF3,+
SP140,IRF4,+
SP140,IRF8,+
SP140,SP140,-
SP140,SPI1,-
SP140,ZNF831,-
SP140,IKZF1,+
SP140,ZBTB32,-
SP140,ETV7,+
SP140,BATF,-
SP140,FOXP3,-
SP140,ZNF80,+
SP140,SPIB,+
SP140,TBX21,+
SP140,SCML4,+
SP140,POU2AF1,-
SP140,BATF2,+
SP140,ZNF683,-
SP100,IRF2,-
SP100,IRF1,+
SP100,GPBP1,+
SP100,ELF1,-
SP100,TFEC,+
SP100,IRF7,-
SP100,ASCL2,+
SP100,ETV3L,+
SP100,TRAFD1,+
SP100,IRF8,+
SP100,ZBTB42,+
SP100,CEBPD,+
SP100,NFE2L3,+
SP100,PLSCR1,+
SP100,SP140,+
SP100,SP100,+
SP100,USF1,+
SP100,SP140L,+
SP100,ZBTB32,-
SP100,ZNF619,+
SP100,ETV7,-
SP100,NR1I2,+
SP100,BATF,+
SP100,ZNF267,+
SP100,FOXN2,+
SP100,TP63,+
SP100,ARID5B,+
SP100,ETV6,+
SP100,STAT2,+
SP100,HESX1,+
SP100,RFX5,+
SP100,FLI1,+
SP100,STAT4,+
SP100,ZNF600,-
SP100,HDX,+
SP100,IRF9,+
SP100,ZNF136,+
SP100,L3MBTL4,+
SP100,IKZF2,+
SP100,BATF2,+
SP100,SP110,+
SP100,STAT1,+
PRMT3,E2F2,-
PRMT3,ZNF35,+
PRMT3,GLYR1,-
PRMT3,TP53,-
PRMT3,IKZF3,-
PRMT3,SAFB2,-
PRMT3,ZNF850,+
PRMT3,ZNF770,-
PRMT3,MAZ,-
PRMT3,ZNF732,-
PRMT3,DNTTIP1,-
PRMT3,ZNF777,-
PRMT3,IRF4,-
PRMT3,CDC5L,+
PRMT3,ELK1,-
PRMT3,ZNF714,+
PRMT3,LIN28A,+
PRMT3,ZNF114,-
PRMT3,TFDP1,-
PRMT3,ZNF670,-
PRMT3,VENTX,-
PRMT3,ZBTB24,-
PRMT3,PCGF6,+
PRMT3,YBX3,-
PRMT3,TERF1,-
PRMT3,DR1,-
PRMT3,ZNF207,-
PRMT3,ZNF138,-
PRMT3,PRDM14,-
PRMT3,CHAMP1,-
PRMT3,ZNF830,+
PRMT3,MGA,-
PRMT3,ZNF511,+
PRMT3,ZNF587B,-
PRMT3,KLF1,-
PRMT3,ZC3H8,-
PRMT3,PATZ1,-
PRMT3,ZNF99,+
PRMT3,CENPA,+
PRMT3,ZNF664,-
PRMT3,GFI1,-
PRMT3,ZNF695,-
PRMT3,THAP7,-
PRMT3,TFAP4,-
PRMT3,LIN28B,-
PRMT3,POU5F1,-
PRMT3,ZNF598,-
PRMT3,GMEB2,-
PRMT3,ZFP91,+
PRMT3,FOXK2,+
PRMT3,ZNF649,-
PRMT3,GATAD2A,-
PRMT3,AKAP8,-
PRMT3,PRMT3,-
PRMT3,CXXC1,-
PRMT3,ZBTB2,-
PRMT3,KAT7,+
PRMT3,DOT1L,-
PRMT3,ZNF589,-
PRMT3,E2F8,-
PRMT3,GMEB1,-
PRMT3,SNAPC4,-
PRMT3,ZNF57,-
PRMT3,CBX2,-
PRMT3,NFX1,-
PRMT3,PREB,-
PRMT3,LIN54,-
PRMT3,ZNF878,-
PRMT3,ZNF689,-
PRMT3,ZNF721,-
PRMT3,NRF1,-
PRMT3,DNMT1,-
PRMT3,ZBTB32,-
PRMT3,ZNF107,-
PRMT3,TFCP2,-
PRMT3,SAFB,-
PRMT3,MYB,-
PRMT3,ZNF202,-
PRMT3,ZNF296,-
PRMT3,MTERF3,-
PRMT3,ZNF282,-
PRMT3,ATMIN,-
PRMT3,ZFP42,-
PRMT3,E2F1,-
PRMT3,BATF,-
PRMT3,ZNF267,-
PRMT3,PRDM10,+
PRMT3,THYN1,-
PRMT3,ZZZ3,-
PRMT3,FOXP3,-
PRMT3,ZBTB14,-
PRMT3,ZSCAN10,-
PRMT3,NFYC,+
PRMT3,ZNF146,-
PRMT3,ZNF574,-
PRMT3,ZBTB44,-
PRMT3,FOXN2,+
PRMT3,POGK,-
PRMT3,ZNF142,-
PRMT3,THAP4,-
PRMT3,ZNF507,-
PRMT3,ZNF786,-
PRMT3,REXO4,-
PRMT3,HMGA1,-
PRMT3,NANOGP8,-
PRMT3,ZNF749,-
PRMT3,MBD2,-
PRMT3,MTF2,-
PRMT3,ZNF174,-
PRMT3,ZNF346,-
PRMT3,KIN,-
PRMT3,ZNF326,-
PRMT3,ZNF544,-
PRMT3,ZNF367,-
PRMT3,FOXM1,-
PRMT3,HESX1,-
PRMT3,CHCHD3,-
PRMT3,THAP11,+
PRMT3,SPIB,-
PRMT3,ZNF696,-
PRMT3,ZNF530,+
PRMT3,ZNF131,+
PRMT3,ZNF576,-
PRMT3,KLF16,-
PRMT3,MBD3,+
PRMT3,ATF1,+
PRMT3,ZNF398,-
PRMT3,ADNP,-
PRMT3,TBP,-
PRMT3,PLAGL2,-
PRMT3,ZNF724,+
PRMT3,ZNF586,-
PRMT3,NFXL1,-
PRMT3,FOXH1,-
PRMT3,YY1,-
PRMT3,ZNF556,-
PRMT3,ZNF143,+
PRMT3,CENPB,-
PRMT3,ZNF614,-
PRMT3,NKRF,-
PRMT3,E2F6,-
PRMT3,MYC,-
PRMT3,ZBTB3,-
PRMT3,ZNF551,-
PRMT3,CEBPZ,-
PRMT3,TEAD4,-
PRMT3,TGIF2,-
PRMT3,ZNF639,+
PRMT3,ZNF473,-
PRMT3,FIZ1,-
PRMT3,CTCF,-
PRMT3,MYBL2,-
PRMT3,E2F4,-
PRMT3,NME2,-
PRMT3,TBPL1,-
PRMT3,XPA,-
PRMT3,TTF1,-
PRMT3,KCMF1,+
PRMT3,NANOG,-
PRMT3,ZNF784,-
PRMT3,ZBTB9,-
PRMT3,AEBP2,-
PRMT3,ZNF17,-
PRMT3,SON,-
PRMT3,ZNF485,-
PRMT3,ZNF232,-
PRMT3,CENPS,-
PRMT3,MTERF4,-
PRMT3,AHCTF1,-
PRMT3,TCF3,-
PRMT3,MTERF1,-
PRMT3,E2F5,-
PRMT3,ADNP2,-
PRMT3,NFYA,-
PRMT3,ZNF239,-
PRMT3,HMGN3,-
PRMT3,TERF2,-
PRMT3,ESRRA,+
PRMT3,YBX1,-
PRMT3,GTF3A,-
PRMT3,POU2F1,-
PRMT3,ZNF101,-
PRMT3,ZNF30,-
PRMT3,ZSCAN25,-
PRMT3,ZNF121,-
PRMT3,ZNF200,-
PRMT3,ZNF77,-
PRMT3,BATF3,+
PRMT3,ZNF787,-
PRMT3,ZNF782,-
PRMT3,ZNF100,-
PRMT3,SNAPC5,-
PRMT3,ZNF180,-
PRMT3,UBP1,-
PRMT3,PIN1,-
PRMT3,ZNF788P,+
PRMT3,HSF5,+
PRMT3,ZBED4,-
PRMT3,ZNF165,-
PRMT3,MLX,-
PRMT3,ZNF480,-
PRMT3,ZNF195,-
PRMT3,ZNF3,-
PRMT3,KDM2B,+
PRMT3,E2F3,-
PRMT3,NFATC3,-
PRMT3,CENPX,-
PRMT3,PA2G4,-
PRMT3,THAP12,-
PRMT3,CREM,-
ZBTB2,ZNF35,+
ZBTB2,IRF1,+
ZBTB2,ZNF597,+
ZBTB2,DNTTIP1,-
ZBTB2,ZNF207,+
ZBTB2,ZUP1,+
ZBTB2,MSANTD3,+
ZBTB2,ZNF830,-
ZBTB2,KLF10,+
ZBTB2,CSRNP1,-
ZBTB2,KLF2,+
ZBTB2,CSRNP2,+
ZBTB2,CENPA,+
ZBTB2,ZNF410,+
ZBTB2,HSF2,+
ZBTB2,FOXK2,+
ZBTB2,WT1,+
ZBTB2,CEBPG,+
ZBTB2,ZBTB2,+
ZBTB2,ZBTB21,+
ZBTB2,GMEB1,+
ZBTB2,ZNF689,+
ZBTB2,ZNF468,+
ZBTB2,ZNF202,+
ZBTB2,GZF1,+
ZBTB2,ZNF267,+
ZBTB2,FOSL1,-
ZBTB2,POGK,+
ZBTB2,ZNF669,-
ZBTB2,MAFF,+
ZBTB2,CEBPB,+
ZBTB2,DDIT3,+
ZBTB2,MTF1,+
ZBTB2,KIN,+
ZBTB2,ZNF416,+
ZBTB2,KLF11,+
ZBTB2,THAP11,+
ZBTB2,NAIF1,+
ZBTB2,ZNF131,+
ZBTB2,ZNF576,+
ZBTB2,ATF1,+
ZBTB2,TBP,+
ZBTB2,PLAGL2,+
ZBTB2,THAP2,+
ZBTB2,ZNF143,+
ZBTB2,PRDM4,+
ZBTB2,NKRF,+
ZBTB2,THAP10,+
ZBTB2,E2F6,+
ZBTB2,ZNF317,+
ZBTB2,CEBPZ,+
ZBTB2,ZNF639,+
ZBTB2,ZNF473,+
ZBTB2,MAX,+
ZBTB2,TBPL1,+
ZBTB2,KCMF1,+
ZBTB2,ZBTB9,+
ZBTB2,NFE2L2,+
ZBTB2,NFKB1,+
ZBTB2,ZNF222,+
ZBTB2,TERF2,-
ZBTB2,GTF2B,+
ZBTB2,ZNF200,+
ZBTB2,XBP1,+
ZBTB2,THAP1,+
ZBTB2,NFIL3,-
ZBTB2,MLX,+
ZBTB2,FOSL2,+
ZBTB2,ZNF408,+
ZBTB2,BRF2,+
ZBTB2,PA2G4,+
ZBTB2,CREM,+
ZBTB21,ZNF850,-
ZBTB21,ZNF2,+
ZBTB21,CCDC17,+
ZBTB21,ZNF791,-
ZBTB21,IKZF5,+
ZBTB21,ZNF830,+
ZBTB21,ZSCAN22,+
ZBTB21,ZNF430,+
ZBTB21,HSF2,-
ZBTB21,GMEB2,+
ZBTB21,ZNF800,+
ZBTB21,ZNF674,+
ZBTB21,GMEB1,+
ZBTB21,ZNF57,-
ZBTB21,TOPORS,+
ZBTB21,LIN54,+
ZBTB21,ZNF721,+
ZBTB21,NRF1,-
ZBTB21,ZNF557,-
ZBTB21,ZBTB11,-
ZBTB21,ZNF596,+
ZBTB21,ZNF304,-
ZBTB21,ZNF574,-
ZBTB21,ZNF644,+
ZBTB21,NPAS4,-
ZBTB21,RBAK,+
ZBTB21,ZNF669,-
ZBTB21,ZNF696,-
ZBTB21,ZNF543,-
ZBTB21,ZNF131,-
ZBTB21,ZNF34,-
ZBTB21,ZNF398,-
ZBTB21,ZIM3,+
ZBTB21,TBP,+
ZBTB21,ZNF776,-
ZBTB21,ZNF614,+
ZBTB21,NKRF,+
ZBTB21,ZNF317,-
ZBTB21,ZNF10,+
ZBTB21,ZNF551,-
ZBTB21,ZNF639,-
ZBTB21,ZNF473,-
ZBTB21,FOXJ3,+
ZBTB21,ZKSCAN5,-
ZBTB21,ADNP2,+
ZBTB21,ZNF567,-
ZBTB21,ZNF764,+
ZBTB21,ZBTB49,-
ZBTB21,ZNF77,+
ZBTB21,RLF,+
ZBTB21,ZNF550,-
ZBTB21,THAP1,+
ZBTB21,ZNF383,+
ZBTB21,ZNF566,-
ZBTB21,ZNF180,-
ZBTB21,ZKSCAN2,-
ZBTB21,ZSCAN21,-
ZBTB21,MYNN,+
ZBTB21,ZNF490,-
ZNF831,ZNF831,-
ZNF831,FOXP3,-
ZNF831,SCML4,+
ZNF831,ZNF101,-
ZNF831,GFI1B,-
ZNF831,ZNF683,-
DPF3,MYOG,-
DPF3,MYF6,-
DPF3,ZNF556,-
SP140L,HHEX,+
SP140L,IRF2,+
SP140L,IRF1,-
SP140L,IKZF3,-
SP140L,IRF4,+
SP140L,IRF7,-
SP140L,VENTX,-
SP140L,IRF8,-
SP140L,KLF1,-
SP140L,KLF2,+
SP140L,GFI1,-
SP140L,AIRE,-
SP140L,ZSCAN16,+
SP140L,PLSCR1,+
SP140L,SP140,+
SP140L,SP100,+
SP140L,SPI1,+
SP140L,USF1,+
SP140L,CXXC1,-
SP140L,ZNF831,-
SP140L,ZNF613,-
SP140L,IKZF1,+
SP140L,SP140L,+
SP140L,LYL1,-
SP140L,ZBTB32,-
SP140L,PAX5,+
SP140L,ZNF107,+
SP140L,MYB,+
SP140L,ZNF276,-
SP140L,ETV7,+
SP140L,BATF,-
SP140L,GATA1,-
SP140L,FOXP3,+
SP140L,ZBTB14,+
SP140L,ZNF80,-
SP140L,IRF5,+
SP140L,ESR2,+
SP140L,PHF1,-
SP140L,CTCFL,+
SP140L,RHOXF2,+
SP140L,SPIC,-
SP140L,SPIB,-
SP140L,ZNF257,-
SP140L,RUNX3,+
SP140L,ZNF595,-
SP140L,TCF7,-
SP140L,TAL1,-
SP140L,NFE4,-
SP140L,EOMES,-
SP140L,RHOXF2B,+
SP140L,AKNA,+
SP140L,ZNF600,-
SP140L,MAX,+
SP140L,PRDM15,-
SP140L,ZNF318,+
SP140L,TBX21,-
SP140L,IRF3,-
SP140L,ZNF394,+
SP140L,IRF9,+
SP140L,SCML4,+
SP140L,ZNF101,-
SP140L,GFI1B,-
SP140L,SNAI3,-
SP140L,BAZ2A,+
SP140L,POU2AF1,+
SP140L,BATF2,+
SP140L,ZNF792,+
SP140L,PBX4,-
SP140L,SP110,+
SP140L,STAT1,+
SP140L,HSF5,+
SP140L,ZNF683,+
SP140L,NFATC3,+
ZFY,ZFY,+
ZNF514,ZNF599,-
ZNF514,ZNF345,+
ZNF514,ZNF577,+
ZNF514,ZNF891,+
ZNF514,ZNF514,-
ZNF514,ZNF133,+
ZNF514,L3MBTL1,-
ZNF514,MTERF2,+
ZNF514,ZNF333,+
ZNF514,ZNF169,+
ZNF514,ZNF449,+
ZNF514,ZMAT1,+
ZNF514,MZF1,+
ZNF514,ZSCAN30,+
