source,relation,target
ZNF148,upregulated,ZNF322
TFDP1,upregulated,CDX4
TFDP1,upregulated,ZNF90
TFDP1,upregulated,ZNF732
TFDP1,upregulated,MEOX2
TFDP1,upregulated,TFEC
TFDP1,upregulated,LIN28A
TFDP1,upregulated,ZNF813
TFDP1,upregulated,ZNF138
TFDP1,upregulated,TCF4
TFDP1,upregulated,ZNF680
TFDP1,upregulated,HES6
TFDP1,upregulated,PRDM5
TFDP1,upregulated,ZNF99
TFDP1,upregulated,AIRE
TFDP1,upregulated,IKZF1
TFDP1,upregulated,ZNF33A
TFDP1,upregulated,LYL1
TFDP1,upregulated,CEBPE
TFDP1,upregulated,OTX2
TFDP1,upregulated,ZNF691
TFDP1,upregulated,ZNF334
TFDP1,upregulated,TFCP2
TFDP1,upregulated,MTERF2
TFDP1,upregulated,MTERF3
TFDP1,upregulated,ZNF492
TFDP1,upregulated,ZNF660
TFDP1,upregulated,ZNF486
TFDP1,upregulated,HMG20A
TFDP1,upregulated,ARID2
TFDP1,upregulated,ZBTB14
TFDP1,upregulated,SOHLH2
TFDP1,upregulated,ZNF512
TFDP1,upregulated,ERG
TFDP1,upregulated,ZNF681
TFDP1,upregulated,FOXC2
TFDP1,upregulated,OVOL3
TFDP1,upregulated,MESP1
TFDP1,upregulated,ZNF814
TFDP1,upregulated,ZNF665
TFDP1,upregulated,HAND2
TFDP1,upregulated,NFE4
TFDP1,upregulated,ZNF718
TFDP1,upregulated,NKRF
TFDP1,upregulated,ZNF32
TFDP1,upregulated,MYCN
TFDP1,upregulated,ZNF485
TFDP1,upregulated,MTERF1
TFDP1,upregulated,ETV2
TFDP1,upregulated,ZNF239
TFDP1,upregulated,IKZF4
TFDP1,upregulated,TBX20
TFDP1,upregulated,ZNF30
TFDP1,upregulated,HOXD12
TFDP1,upregulated,ZFP69
TFDP1,upregulated,ZNF280C
TFDP1,upregulated,SALL4
TFDP1,upregulated,HSF5
TFDP1,upregulated,ZBED4
TFDP1,upregulated,SOX10
TFDP1,upregulated,NFATC3
RXRG,upregulated,MYOG
RXRG,upregulated,MYF6
OVOL1,upregulated,SOX15
OVOL1,upregulated,ZBTB42
OVOL1,upregulated,EMX1
OVOL1,upregulated,DLX3
OVOL1,upregulated,IRF6
OVOL1,upregulated,POU2F3
OVOL1,upregulated,ZBTB7B
OVOL1,upregulated,HES2
OVOL1,upregulated,ZNF750
OVOL1,upregulated,OVOL2
OVOL1,upregulated,RBPJL
OVOL1,upregulated,ELF5
OVOL1,upregulated,SNAI3
BPTF,upregulated,ZNF493
BPTF,upregulated,ZBTB8B
BPTF,upregulated,ZNF66
BPTF,upregulated,POU5F2
BPTF,upregulated,ZNF573
NFATC2,upregulated,PROX2
TRAFD1,upregulated,IRF2
TRAFD1,upregulated,IRF1
TRAFD1,upregulated,GPBP1
TRAFD1,upregulated,RELB
TRAFD1,upregulated,IRF7
TRAFD1,upregulated,TRAFD1
TRAFD1,upregulated,CSRNP2
TRAFD1,upregulated,ZBTB42
TRAFD1,upregulated,ETV3
TRAFD1,upregulated,RELA
TRAFD1,upregulated,PLSCR1
TRAFD1,upregulated,SP140
TRAFD1,upregulated,SP100
TRAFD1,upregulated,USF1
TRAFD1,upregulated,SP140L
TRAFD1,upregulated,BBX
TRAFD1,upregulated,ZNF107
TRAFD1,upregulated,ETV7
TRAFD1,upregulated,ZNF267
TRAFD1,upregulated,KDM2A
TRAFD1,upregulated,ETV6
TRAFD1,upregulated,MTF1
TRAFD1,upregulated,STAT2
TRAFD1,upregulated,STAT3
TRAFD1,upregulated,RFX5
TRAFD1,upregulated,HIVEP2
TRAFD1,upregulated,ARID5A
TRAFD1,upregulated,ZBTB43
TRAFD1,upregulated,PLAGL2
TRAFD1,upregulated,MAX
TRAFD1,upregulated,FOXF1
TRAFD1,upregulated,HDX
TRAFD1,upregulated,IRF9
TRAFD1,upregulated,ZNF277
TRAFD1,upregulated,NFKB1
TRAFD1,upregulated,GTF2B
TRAFD1,upregulated,ZNF618
TRAFD1,upregulated,ZNF101
TRAFD1,upregulated,ZNF200
TRAFD1,upregulated,BAZ2A
TRAFD1,upregulated,BATF2
TRAFD1,upregulated,HIVEP1
TRAFD1,upregulated,SP110
TRAFD1,upregulated,STAT1
TRAFD1,upregulated,ZNF766
IRF8,upregulated,IRF7
IRF8,upregulated,ETV7
IRF8,upregulated,STAT2
IRF8,upregulated,HDX
IRF8,upregulated,IRF9
IRF8,upregulated,SP110
CHAMP1,upregulated,PRMT3
ZNF331,upregulated,ZNF331
ZNF331,upregulated,REL
ZNF331,upregulated,EGR4
ZNF331,upregulated,FOSB
MGA,upregulated,BPTF
MGA,upregulated,ZZZ3
ZNF654,upregulated,ZNF292
ZNF654,upregulated,ZNF654
ZNF654,upregulated,ZNF800
ZNF654,upregulated,THAP6
ZNF654,upregulated,ZBTB41
ZNF654,upregulated,ZBTB6
ZNF654,upregulated,ZNF644
ZNF654,upregulated,RBAK
ZNF654,upregulated,ZNF484
ZNF654,upregulated,ZNF24
ZNF654,upregulated,TMF1
ZNF654,upregulated,RLF
SOX1,upregulated,UNCX
KLF1,upregulated,KLF1
KLF1,upregulated,GATA1
CSRNP1,upregulated,KLF13
CSRNP1,upregulated,SNAI1
CSRNP1,upregulated,TP53
CSRNP1,upregulated,MSC
CSRNP1,upregulated,RFX8
CSRNP1,upregulated,TFAP2C
CSRNP1,upregulated,HES1
CSRNP1,upregulated,ATF5
CSRNP1,upregulated,SOX7
CSRNP1,upregulated,ZBTB46
CSRNP1,upregulated,EN2
CSRNP1,upregulated,TIGD3
CSRNP1,upregulated,ZBTB7A
CSRNP1,upregulated,PRDM1
CSRNP1,upregulated,VDR
CSRNP1,upregulated,NR4A2
CSRNP1,upregulated,ANKZF1
CSRNP1,upregulated,ZNF395
CSRNP1,upregulated,ZBTB25
CSRNP1,upregulated,YBX3
CSRNP1,upregulated,ZNF251
CSRNP1,upregulated,ZNF385A
CSRNP1,upregulated,NR1H2
CSRNP1,upregulated,NR4A3
CSRNP1,upregulated,NFATC2
CSRNP1,upregulated,ETV5
CSRNP1,upregulated,ZNF648
CSRNP1,upregulated,KLF9
CSRNP1,upregulated,AHR
CSRNP1,upregulated,POU2F2
CSRNP1,upregulated,ZNF319
CSRNP1,upregulated,HES6
CSRNP1,upregulated,ZBED1
CSRNP1,upregulated,KLF2
CSRNP1,upregulated,CSRNP2
CSRNP1,upregulated,KLF15
CSRNP1,upregulated,PCGF2
CSRNP1,upregulated,CEBPD
CSRNP1,upregulated,CENPA
CSRNP1,upregulated,SREBF1
CSRNP1,upregulated,DUX4
CSRNP1,upregulated,ZNF425
CSRNP1,upregulated,FOXB1
CSRNP1,upregulated,GFI1
CSRNP1,upregulated,ATOH8
CSRNP1,upregulated,POU5F1
CSRNP1,upregulated,RELA
CSRNP1,upregulated,SP6
CSRNP1,upregulated,MAFA
CSRNP1,upregulated,TWIST1
CSRNP1,upregulated,BHLHA15
CSRNP1,upregulated,HMX3
CSRNP1,upregulated,HOXB9
CSRNP1,upregulated,ATF4
CSRNP1,upregulated,WT1
CSRNP1,upregulated,SMAD3
CSRNP1,upregulated,TBX2
CSRNP1,upregulated,JDP2
CSRNP1,upregulated,BCL6
CSRNP1,upregulated,OSR2
CSRNP1,upregulated,ZNF516
CSRNP1,upregulated,SNAPC4
CSRNP1,upregulated,ZNF57
CSRNP1,upregulated,CREB3
CSRNP1,upregulated,FOXD3
CSRNP1,upregulated,MSX1
CSRNP1,upregulated,PREB
CSRNP1,upregulated,PHF21A
CSRNP1,upregulated,KLF5
CSRNP1,upregulated,MXI1
CSRNP1,upregulated,ZNF878
CSRNP1,upregulated,FOXC1
CSRNP1,upregulated,HOXD1
CSRNP1,upregulated,GRHL3
CSRNP1,upregulated,ZBTB32
CSRNP1,upregulated,SCX
CSRNP1,upregulated,ZNF213
CSRNP1,upregulated,TFAP2A
CSRNP1,upregulated,ZNF296
CSRNP1,upregulated,GLIS2
CSRNP1,upregulated,DLX3
CSRNP1,upregulated,ZNF18
CSRNP1,upregulated,E2F1
CSRNP1,upregulated,IRF6
CSRNP1,upregulated,POU2F3
CSRNP1,upregulated,TGIF1
CSRNP1,upregulated,REL
CSRNP1,upregulated,CAMTA2
CSRNP1,upregulated,NFKB2
CSRNP1,upregulated,TSC22D1
CSRNP1,upregulated,JUNB
CSRNP1,upregulated,KLF4
CSRNP1,upregulated,TFCP2L1
CSRNP1,upregulated,SOX17
CSRNP1,upregulated,ZXDC
CSRNP1,upregulated,NR6A1
CSRNP1,upregulated,RARA
CSRNP1,upregulated,MAFG
CSRNP1,upregulated,ARNTL
CSRNP1,upregulated,ESR2
CSRNP1,upregulated,SOX4
CSRNP1,upregulated,NFE2L1
CSRNP1,upregulated,PRRX2
CSRNP1,upregulated,ZNF142
CSRNP1,upregulated,ZNF628
CSRNP1,upregulated,HES7
CSRNP1,upregulated,ZNF503
CSRNP1,upregulated,POU3F1
CSRNP1,upregulated,ZBTB7B
CSRNP1,upregulated,FLYWCH1
CSRNP1,upregulated,PPARD
CSRNP1,upregulated,ZNF703
CSRNP1,upregulated,HMGA1
CSRNP1,upregulated,HES2
CSRNP1,upregulated,RFX2
CSRNP1,upregulated,AHRR
CSRNP1,upregulated,ETV6
CSRNP1,upregulated,CEBPB
CSRNP1,upregulated,GTF2IRD1
CSRNP1,upregulated,DDIT3
CSRNP1,upregulated,GCM1
CSRNP1,upregulated,HLX
CSRNP1,upregulated,ISL2
CSRNP1,upregulated,TBX6
CSRNP1,upregulated,RARG
CSRNP1,upregulated,ZNF783
CSRNP1,upregulated,HIC1
CSRNP1,upregulated,STAT3
CSRNP1,upregulated,EGR1
CSRNP1,upregulated,KLF11
CSRNP1,upregulated,ZIC2
CSRNP1,upregulated,ZNF576
CSRNP1,upregulated,STAT5A
CSRNP1,upregulated,FOXO1
CSRNP1,upregulated,SIX2
CSRNP1,upregulated,AHDC1
CSRNP1,upregulated,HIVEP2
CSRNP1,upregulated,CASZ1
CSRNP1,upregulated,ZNF438
CSRNP1,upregulated,ARID5A
CSRNP1,upregulated,NPAS2
CSRNP1,upregulated,TCF7
CSRNP1,upregulated,OLIG2
CSRNP1,upregulated,NR5A1
CSRNP1,upregulated,MEOX1
CSRNP1,upregulated,ZNF554
CSRNP1,upregulated,ZNF556
CSRNP1,upregulated,FOXI3
CSRNP1,upregulated,EPAS1
CSRNP1,upregulated,FOXQ1
CSRNP1,upregulated,EOMES
CSRNP1,upregulated,FOXJ1
CSRNP1,upregulated,ZHX2
CSRNP1,upregulated,SCRT1
CSRNP1,upregulated,MYC
CSRNP1,upregulated,NR1D1
CSRNP1,upregulated,AKNA
CSRNP1,upregulated,LHX3
CSRNP1,upregulated,STAT4
CSRNP1,upregulated,TEAD4
CSRNP1,upregulated,HEY1
CSRNP1,upregulated,NR4A1
CSRNP1,upregulated,SOX8
CSRNP1,upregulated,ETS1
CSRNP1,upregulated,ZNF641
CSRNP1,upregulated,ZFHX2
CSRNP1,upregulated,EGR2
CSRNP1,upregulated,ZBED2
CSRNP1,upregulated,HIVEP3
CSRNP1,upregulated,RBPJL
CSRNP1,upregulated,CXXC5
CSRNP1,upregulated,FOXF1
CSRNP1,upregulated,ZFP64
CSRNP1,upregulated,GATA6
CSRNP1,upregulated,ZBTB16
CSRNP1,upregulated,HOXA1
CSRNP1,upregulated,ELF3
CSRNP1,upregulated,ETV4
CSRNP1,upregulated,ZNF697
CSRNP1,upregulated,HAND1
CSRNP1,upregulated,TCF7L1
CSRNP1,upregulated,MAFB
CSRNP1,upregulated,BCL6B
CSRNP1,upregulated,SREBF2
CSRNP1,upregulated,LHX6
CSRNP1,upregulated,GATA2
CSRNP1,upregulated,TCF7L2
CSRNP1,upregulated,NFKB1
CSRNP1,upregulated,ZNF385C
CSRNP1,upregulated,FOXN1
CSRNP1,upregulated,MAFK
CSRNP1,upregulated,NFATC1
CSRNP1,upregulated,EGR4
CSRNP1,upregulated,ESRRA
CSRNP1,upregulated,KLF7
CSRNP1,upregulated,DLX2
CSRNP1,upregulated,FOXP4
CSRNP1,upregulated,FOXF2
CSRNP1,upregulated,XBP1
CSRNP1,upregulated,MNT
CSRNP1,upregulated,PRDM8
CSRNP1,upregulated,NFIL3
CSRNP1,upregulated,EHF
CSRNP1,upregulated,ZNF804A
CSRNP1,upregulated,ZNF70
CSRNP1,upregulated,PAX9
CSRNP1,upregulated,MYCL
CSRNP1,upregulated,ZNF792
CSRNP1,upregulated,SOX13
CSRNP1,upregulated,POU6F1
CSRNP1,upregulated,ZFHX3
CSRNP1,upregulated,ARID3A
CSRNP1,upregulated,GLIS3
CSRNP1,upregulated,IRX6
CSRNP1,upregulated,TFEB
CSRNP1,upregulated,ZNF165
CSRNP1,upregulated,MLX
CSRNP1,upregulated,HEYL
CSRNP1,upregulated,ZNF408
CSRNP1,upregulated,FOXR1
CSRNP1,upregulated,SRF
CSRNP1,upregulated,PA2G4
CSRNP1,upregulated,MXD1
CSRNP1,upregulated,PPARG
CSRNP1,upregulated,CPEB1
CENPA,upregulated,MYSM1
CENPA,upregulated,ZBTB39
CENPA,upregulated,ZNF770
CENPA,upregulated,ZBTB24
CENPA,upregulated,DR1
CENPA,upregulated,BPTF
CENPA,upregulated,PRDM14
CENPA,upregulated,IKZF5
CENPA,upregulated,CHAMP1
CENPA,upregulated,MSANTD3
CENPA,upregulated,ZNF830
CENPA,upregulated,ZNF587B
CENPA,upregulated,ZNF99
CENPA,upregulated,HSF2
CENPA,upregulated,ZNF227
CENPA,upregulated,YY2
CENPA,upregulated,ZBTB2
CENPA,upregulated,KAT7
CENPA,upregulated,FOXD3
CENPA,upregulated,BARX1
CENPA,upregulated,MYF6
CENPA,upregulated,OTX2
CENPA,upregulated,ZNF619
CENPA,upregulated,MTERF3
CENPA,upregulated,ZBTB11
CENPA,upregulated,ZNF267
CENPA,upregulated,ARID2
CENPA,upregulated,ONECUT1
CENPA,upregulated,ZHX3
CENPA,upregulated,SIX6
CENPA,upregulated,ZNF705A
CENPA,upregulated,NKRF
CENPA,upregulated,ZBTB3
CENPA,upregulated,ZHX1
CENPA,upregulated,ZBTB33
CENPA,upregulated,MYCN
CENPA,upregulated,ZNF567
CENPA,upregulated,MSANTD4
CENPA,upregulated,MYOD1
CENPA,upregulated,HOXD12
CENPA,upregulated,RLF
CENPA,upregulated,TBX22
CENPA,upregulated,HOXD13
CENPA,upregulated,UBP1
CENPA,upregulated,ZNF322
CENPA,upregulated,ZBED4
CENPA,upregulated,ZNF480
CENPA,upregulated,THAP12
MYOG,upregulated,MYOG
MYOG,upregulated,SOHLH2
MYOG,upregulated,PAX7
MYOG,upregulated,MYOD1
GFI1,upregulated,IKZF1
GFI1,upregulated,GATA1
GFI1,upregulated,TBX21
ZNF695,upregulated,E2F2
ZNF695,upregulated,CDX4
ZNF695,upregulated,ZNF850
ZNF695,upregulated,PHOX2B
ZNF695,upregulated,ZNF90
ZNF695,upregulated,MAZ
ZNF695,upregulated,ZNF732
ZNF695,upregulated,LIN28A
ZNF695,upregulated,TFDP1
ZNF695,upregulated,ZNF138
ZNF695,upregulated,ZNF331
ZNF695,upregulated,ZNF511
ZNF695,upregulated,CENPA
ZNF695,upregulated,TEAD2
ZNF695,upregulated,ZNF695
ZNF695,upregulated,LIN28B
ZNF695,upregulated,POU5F1
ZNF695,upregulated,E2F8
ZNF695,upregulated,CBX2
ZNF695,upregulated,ZNF878
ZNF695,upregulated,HMX2
ZNF695,upregulated,HOXB1
ZNF695,upregulated,ZFP42
ZNF695,upregulated,E2F1
ZNF695,upregulated,THYN1
ZNF695,upregulated,ZNF675
ZNF695,upregulated,HMGA1
ZNF695,upregulated,MESP1
ZNF695,upregulated,MTF2
ZNF695,upregulated,ZIK1
ZNF695,upregulated,ZNF367
ZNF695,upregulated,ZNF43
ZNF695,upregulated,ZNF530
ZNF695,upregulated,NR2F6
ZNF695,upregulated,ZNF724
ZNF695,upregulated,ZNF718
ZNF695,upregulated,FOXH1
ZNF695,upregulated,FOXI3
ZNF695,upregulated,THAP10
ZNF695,upregulated,ZNF215
ZNF695,upregulated,MYCN
ZNF695,upregulated,NANOG
ZNF695,upregulated,ZNF98
ZNF695,upregulated,TCF3
ZNF695,upregulated,HMGN3
ZNF695,upregulated,ZNF101
ZNF695,upregulated,CREB3L4
ZNF695,upregulated,ZNF100
ZNF695,upregulated,SALL4
ZNF695,upregulated,ZNF730
ZNF695,upregulated,ZNF93
ZNF598,upregulated,ERF
ZNF598,upregulated,GLYR1
ZNF598,upregulated,SAFB2
ZNF598,upregulated,MAZ
ZNF598,upregulated,ELK1
ZNF598,upregulated,ZNF384
ZNF598,upregulated,TFDP1
ZNF598,upregulated,ZNF414
ZNF598,upregulated,ZBTB24
ZNF598,upregulated,PCGF6
ZNF598,upregulated,DR1
ZNF598,upregulated,ZNF207
ZNF598,upregulated,ZNF511
ZNF598,upregulated,THAP7
ZNF598,upregulated,TFAP4
ZNF598,upregulated,RELA
ZNF598,upregulated,GMEB2
ZNF598,upregulated,ZNF71
ZNF598,upregulated,FOXK2
ZNF598,upregulated,GATAD2A
ZNF598,upregulated,SNAPC2
ZNF598,upregulated,PRMT3
ZNF598,upregulated,CXXC1
ZNF598,upregulated,DEAF1
ZNF598,upregulated,AKAP8L
ZNF598,upregulated,DOT1L
ZNF598,upregulated,SNAPC4
ZNF598,upregulated,HIC2
ZNF598,upregulated,CBX2
ZNF598,upregulated,PREB
ZNF598,upregulated,ZNF689
ZNF598,upregulated,NRF1
ZNF598,upregulated,ZNF324B
ZNF598,upregulated,ZNF74
ZNF598,upregulated,ZNF213
ZNF598,upregulated,ZNF768
ZNF598,upregulated,SAFB
ZNF598,upregulated,ZNF202
ZNF598,upregulated,ZNF296
ZNF598,upregulated,TCF20
ZNF598,upregulated,ZNF574
ZNF598,upregulated,ZNF324
ZNF598,upregulated,ZGPAT
ZNF598,upregulated,POGK
ZNF598,upregulated,ZNF579
ZNF598,upregulated,ZNF142
ZNF598,upregulated,HSF1
ZNF598,upregulated,THAP4
ZNF598,upregulated,REXO4
ZNF598,upregulated,THAP3
ZNF598,upregulated,HMGA1
ZNF598,upregulated,HMG20B
ZNF598,upregulated,USF2
ZNF598,upregulated,ZNF749
ZNF598,upregulated,CENPT
ZNF598,upregulated,ZNF783
ZNF598,upregulated,ZNF326
ZNF598,upregulated,FOXM1
ZNF598,upregulated,CHCHD3
ZNF598,upregulated,ZNF512B
ZNF598,upregulated,THAP11
ZNF598,upregulated,NAIF1
ZNF598,upregulated,ZNF131
ZNF598,upregulated,ZNF576
ZNF598,upregulated,KLF16
ZNF598,upregulated,MBD3
ZNF598,upregulated,ATF1
ZNF598,upregulated,WIZ
ZNF598,upregulated,KMT2B
ZNF598,upregulated,E2F6
ZNF598,upregulated,ZNF317
ZNF598,upregulated,CEBPZ
ZNF598,upregulated,TEAD4
ZNF598,upregulated,MYPOP
ZNF598,upregulated,ZNF473
ZNF598,upregulated,CTCF
ZNF598,upregulated,ZBTB45
ZNF598,upregulated,MYBL2
ZNF598,upregulated,E2F4
ZNF598,upregulated,ZNF865
ZNF598,upregulated,ZNF205
ZNF598,upregulated,ZNF784
ZNF598,upregulated,ZNF526
ZNF598,upregulated,ZBTB9
ZNF598,upregulated,TCF3
ZNF598,upregulated,ZNF629
ZNF598,upregulated,TERF2
ZNF598,upregulated,ZBTB12
ZNF598,upregulated,ZNF672
ZNF598,upregulated,ESRRA
ZNF598,upregulated,ZNF668
ZNF598,upregulated,YBX1
ZNF598,upregulated,ZSCAN25
ZNF598,upregulated,ZNF121
ZNF598,upregulated,ZNF787
ZNF598,upregulated,REPIN1
ZNF598,upregulated,PIN1
ZNF598,upregulated,ZBED4
ZNF598,upregulated,MLX
ZNF598,upregulated,BRF2
ZNF598,upregulated,SRF
ZNF598,upregulated,CENPX
ZNF598,upregulated,PA2G4
MKX,upregulated,ZNF488
MKX,upregulated,ZMAT4
MKX,upregulated,FOXN3
MKX,upregulated,BARX2
MKX,upregulated,PAX2
MKX,upregulated,ZNF219
MKX,upregulated,IRX1
MKX,upregulated,NR3C1
MKX,upregulated,RXRG
